N,S
2,0.0
3,0.006254343293954135
4,0.0
5,0.0
6,0.0013717421124828533
7,0.004302925989672977
8,0.005564387917329094
9,0.019147084421235857
10,0.014534883720930232
11,0.021262886597938145
12,0.027972027972027975
13,0.039999999999999994
14,0.055155875299760196
15,0.05172413793103449
16,0.06745562130177515
17,0.09499999999999999
18,0.13132694938440492
19,0.14064516129032256
20,0.1503957783641161
21,0.16644823066841416
22,0.1843501326259947
23,0.1791237113402062
24,0.2545931758530184
25,0.212
26,0.25388601036269426
27,0.25587467362924277
28,0.29028132992327366
29,0.27735368956743
30,0.3040201005025126
31,0.324015247776366
32,0.33790523690773067
33,0.34572490706319703
34,0.38083832335329343
35,0.3968824940047962
36,0.4068396226415094
37,0.39673278879813306
38,0.44457274826789833
39,0.4290578887627696
40,0.4685393258426966
41,0.4954648526077097
42,0.48108108108108105
43,0.490280777537797
44,0.5183585313174945
45,0.5534188034188035
46,0.5673382820784729
47,0.567926455566905
48,0.5839195979899497
49,0.6201005025125629
50,0.6135029354207436
51,0.6199226305609284
52,0.6319772942289499
53,0.6415094339622642
54,0.6780758556891767
55,0.6830601092896176
56,0.7126126126126126
57,0.7273534635879219
58,0.7476793248945147
59,0.7327227310574521
60,0.7510137875101379
61,0.7550362610797745
62,0.7830562153602534
63,0.7922178988326849
64,0.8300153139356814
65,0.851195065535852
66,0.8717375093214019
67,0.842436974789916
68,0.8806073153899241
69,0.9060734463276837
70,0.9141689373297002
71,0.8979057591623038
72,0.9019607843137255
73,0.957512315270936
74,0.9358513189448442
75,0.9692956050571945
76,1.043103448275862
77,1.0395747194329592
78,1.0920502092050208
79,1.0925058548009365
80,1.0951841359773369
81,1.1033720287451632
82,1.1594520547945206
83,1.206157229246839
84,1.2207862143241788
85,1.183756345177665
86,1.2102941176470587
87,1.2563338301043219
88,1.2560794044665011
89,1.2599620493358634
90,1.2769084874348033
91,1.3676893576222438
92,1.3271804337794184
93,1.3936672967863892
94,1.4172123479887744
95,1.4326176336226586
96,1.4331983805668016
97,1.4483062032556093
98,1.3969559851912794
99,1.4826849080803761
100,1.4884963023829088
