N,t
2,69.52941176470588
3,53.470588235294116
4,47.8235294117647
5,53.23529411764706
6,64.52941176470588
7,77.23529411764706
8,132.88235294117646
9,129.94117647058823
10,126.41176470588235
11,138.76470588235293
12,179.0
13,161.35294117647058
14,158.1764705882353
15,192.11764705882354
16,185.7058823529412
17,173.41176470588235
18,167.99999999999997
19,183.8235294117647
20,191.2941176470588
21,196.52941176470588
22,219.7058823529412
23,212.41176470588235
24,229.58823529411765
25,236.88235294117646
26,268.6470588235294
27,269.70588235294116
28,295.7647058823529
29,288.47058823529414
30,300.47058823529414
31,320.47058823529414
32,352.0
33,340.6470588235294
34,369.11764705882354
35,383.0
36,401.3529411764706
37,404.88235294117646
38,441.47058823529414
39,480.7647058823529
40,580.8823529411765
41,571.2941176470588
42,492.88235294117646
43,559.7647058823529
44,594.0
45,605.5294117647059
46,634.1764705882354
47,592.1764705882352
48,724.2941176470588
49,687.2941176470588
50,718.7058823529412
51,635.1176470588235
52,643.2941176470588
53,631.1176470588235
54,662.6470588235294
55,767.5294117647059
56,787.6470588235294
57,721.1764705882352
58,749.4705882352941
59,769.8823529411765
60,802.8235294117648
61,807.5882352941177
62,910.4705882352941
63,950.8823529411765
64,886.1764705882352
65,891.1764705882352
66,916.9411764705883
67,907.8235294117648
68,942.2352941176471
69,1114.8823529411766
70,1283.764705882353
71,1196.4705882352941
72,1236.2941176470588
73,1154.8235294117646
74,1131.3529411764705
75,1263.9411764705883
76,1181.2941176470588
77,1181.8235294117646
78,1179.2941176470588
79,1214.4705882352941
80,1265.9411764705883
81,1298.8823529411766
82,1337.5882352941178
83,1500.6470588235295
84,1343.764705882353
85,1338.4117647058824
86,1393.6470588235295
87,1373.235294117647
88,1401.6470588235295
89,1484.4705882352941
90,1538.3529411764705
91,1686.4705882352941
92,1515.5882352941176
93,1542.3529411764705
94,1618.6470588235295
95,1622.4117647058824
96,1684.0588235294117
97,1710.6470588235295
98,1804.1176470588234
99,2109.764705882353
100,1945.764705882353
