N,E
2,0.0
3,0.003090909090909091
4,0.0
5,0.0
6,0.00028492893537141324
7,0.0013749595600129408
8,0.001778136393521009
9,0.004956268221574345
10,0.004195044911657289
11,0.0060685387910518794
12,0.005296683514505298
13,0.006478899423684701
14,0.006719367588932806
15,0.0063611417982252965
16,0.007916149271289459
17,0.010379510909733604
18,0.01196867024553375
19,0.013095036182722748
20,0.013207032847212755
21,0.013469168767000226
22,0.013895095848524051
23,0.013389315745336689
24,0.01803960179411443
25,0.014171122994652407
26,0.016317016317016316
27,0.01550834993390799
28,0.01770735825853936
29,0.01647960726418954
30,0.016828653707703384
31,0.017777467930842165
32,0.017716505153053376
33,0.01771203656678517
34,0.01934860415175376
35,0.019991615387894894
36,0.020002319109461965
37,0.01881730932010262
38,0.02058538610572931
39,0.020030922307701902
40,0.020427746464262247
41,0.020502842633990173
42,0.020526721368411913
43,0.020372716714180127
44,0.020814202632384447
45,0.02090633695146387
46,0.02108799688375285
47,0.022203429645290106
48,0.02160720692340675
49,0.022664609587028296
50,0.021867665643617987
51,0.022973941642772812
52,0.022811641248975525
53,0.02318863836957394
54,0.02413949415739392
55,0.024109553812524113
56,0.02431293845374991
57,0.02464422259983008
58,0.025944988768999682
59,0.02522255192878338
60,0.02549509921418993
61,0.025020576907369363
62,0.026506217838765007
63,0.026847657461991935
64,0.02721719403549401
65,0.026901201724612418
66,0.026477845638943072
67,0.028520307697456865
68,0.029156070731563073
69,0.028037587412587415
70,0.02833178514835255
71,0.029082729417397767
72,0.029518057618780895
73,0.03195890497076731
74,0.03080096197148442
75,0.030713743867350745
76,0.031827465473643256
77,0.03346456692913386
78,0.03281208402530394
79,0.03357649708711557
80,0.03363693685947435
81,0.03455270478882648
82,0.03544528309323454
83,0.03647669082928776
84,0.03630767549479206
85,0.0369883821174925
86,0.03901880800809139
87,0.03938068823003532
88,0.03818675271932067
89,0.03972521748923112
90,0.038607691010288415
91,0.04133711297327888
92,0.04007869497499795
93,0.04065752082630472
94,0.04108664648095385
95,0.041815169921188694
96,0.041410029787208015
97,0.042585766595543265
98,0.042995409414126856
99,0.04246938481486817
100,0.04312237622209589
