N,E
2,0.0
3,0.005831903945111493
4,0.0
5,0.0
6,0.00046577894679160494
7,0.0021252125212521257
8,0.002614982310413782
9,0.006965785699651711
10,0.005462900478807159
11,0.008762886597938143
12,0.00899827974063782
13,0.007967262210943836
14,0.008986336631387825
15,0.008073270013568523
16,0.011131022124198772
17,0.013551926324511994
18,0.017012227538543326
19,0.017005304406879206
20,0.017493974598532237
21,0.01795396334364501
22,0.01910004283970675
23,0.018691219161070378
24,0.02453102453102453
25,0.019437373257971267
26,0.022730683694213633
27,0.02164409366981714
28,0.02279520349695788
29,0.022519155865857288
30,0.022531477799867458
31,0.023771921166057974
32,0.023750605751286253
33,0.023283212818284906
34,0.027171700417678194
35,0.026886652714467284
36,0.025675711171232695
37,0.024572322552120534
38,0.027871463368933858
39,0.027403218790778602
40,0.02810284953142096
41,0.029362359739299872
42,0.028792065340671216
43,0.027962552352796256
44,0.02890388395940704
45,0.03016600552209867
46,0.030114298580207668
47,0.03056169893557858
48,0.029927310299273105
49,0.03183259738091986
50,0.03130148270181219
51,0.031326451115844915
52,0.03213083213083213
53,0.03149640624914856
54,0.03327218791136317
55,0.03296055590885825
56,0.03347998097813232
57,0.033817657174502316
58,0.03563308942339311
59,0.035519339758155084
60,0.03539850868435018
61,0.03525651666766268
62,0.035630802747384324
63,0.03547001977844048
64,0.03707996297637732
65,0.03713046110382403
66,0.03866282236852344
67,0.038961855446200976
68,0.0408738548273432
69,0.03944729298355082
70,0.04038161993769471
71,0.04158798933732738
72,0.041521934241807626
73,0.04399256444948136
74,0.04257247684639289
75,0.04325843318176287
76,0.04460801853839732
77,0.04562763155687518
78,0.046864602807440044
79,0.04732536073615239
80,0.04770241335510796
81,0.048401545106497086
82,0.0496045782052608
83,0.05120242929430208
84,0.05144933630770011
85,0.05211406096361849
86,0.05368064028484388
87,0.054529473540021
88,0.05225426758770779
89,0.05472750786938219
90,0.05371522167898054
91,0.056475840482910884
92,0.05514686807026567
93,0.05638502832579215
94,0.0560108041807482
95,0.05754693661223067
96,0.057293005455116675
97,0.05393158810236246
98,0.055832467781149725
99,0.05708360080983654
100,0.05923743737562889
