N,E
2,0.0
3,0.0
4,0.0003195068318078449
5,0.0009394860458690245
6,0.001338055883510429
7,0.0008761080189651618
8,0.003936096318592266
9,0.005743849646288671
10,0.010617388269439188
11,0.004818031775669773
12,0.008758683177287828
13,0.010223818734457032
14,0.010058866367277583
15,0.010268800966475386
16,0.011162994309061727
17,0.013958436932613245
18,0.01338055883510429
19,0.012624152975030167
20,0.014509974561520953
21,0.016491941793146614
22,0.018475248600771616
23,0.020655534941249228
24,0.020080446121614144
25,0.02028011710236139
26,0.01709638825793699
27,0.0184370669398084
28,0.02068010047194782
29,0.019438078261607674
30,0.020455838045414593
31,0.020511310196752775
32,0.019471500721500723
33,0.019934434497541294
34,0.018121413470250678
35,0.019986976811489345
36,0.021443672606463304
37,0.020206135580779088
38,0.021542050182826882
39,0.019923186181155773
40,0.01867355420971381
41,0.021006881564650488
42,0.019773254195213724
43,0.019373365908019375
44,0.017987420813659474
45,0.01903611028813112
46,0.018365954658466237
47,0.017665004078047556
48,0.019583130048246328
49,0.018862751853765975
50,0.019038028712734266
51,0.019190296952841506
52,0.01935048046881597
53,0.020526993667489536
54,0.018592215974985875
55,0.018271205559043553
56,0.018216672979898003
57,0.018374559289507743
58,0.018423765899513278
59,0.01906362633709241
60,0.02083523361592409
61,0.019458934075706796
62,0.019438259769237826
63,0.01930678407604247
64,0.01945216355696705
65,0.020372165148284552
66,0.019730737694077818
67,0.020579236847419424
68,0.019696456742554134
69,0.02023544076851086
70,0.020462783019185117
71,0.019813519813519812
72,0.021273160295482985
73,0.02115094561660239
74,0.021774131785654866
75,0.020092743005493872
76,0.0224469701712549
77,0.024218585934263025
78,0.024573825789155793
79,0.02402355608809891
80,0.023075340379264692
81,0.024329938952117557
82,0.02368779515149664
83,0.026329250618090883
84,0.02556210309514274
85,0.025833690853758775
86,0.027563330047403335
87,0.02632090334970873
88,0.027077697475468423
89,0.02533987791892838
90,0.02562329645662979
91,0.025816182851854826
92,0.02592185838346766
93,0.02500686322667371
94,0.02518153051260814
95,0.02723941605600646
96,0.02548067897623563
97,0.02593350868046402
98,0.025912567311310176
99,0.027928053167489787
100,0.02754693945400625
