N,E
2,0.0
3,0.0
4,0.0013485641757893067
5,0.0016432265236092987
6,0.0028887000849617673
7,0.0025129342202512934
8,0.015917602996254682
9,0.018861382705776298
10,0.04230712926365101
11,0.021153564631825505
12,0.026348137459248567
13,0.040468378047995884
14,0.029201902748414377
15,0.03474433046417482
16,0.02940611185854315
17,0.03937110610953452
18,0.034074425719334334
19,0.034552845528455285
20,0.03611371446422993
21,0.04169633673550122
22,0.0438160462461799
23,0.046477743398326866
24,0.05375002080109164
25,0.058792739236909496
26,0.05275830702552304
27,0.05460385438972163
28,0.0563121089436879
29,0.06380189127620171
30,0.060550407657845674
31,0.05771878467070351
32,0.05398039803980397
33,0.057284684227689404
34,0.059486318146826235
35,0.06184863037467397
36,0.06308340389057877
37,0.05983826418179824
38,0.060998795019413576
39,0.05549641615215386
40,0.058402971216341686
41,0.05847120915614066
42,0.05838557993730407
43,0.05654407111425081
44,0.054159333087743705
45,0.056857375781266324
46,0.05577596413007885
47,0.0551242283525748
48,0.058663186892851965
49,0.057090796961287264
50,0.057146136691591236
51,0.05629197873251648
52,0.05791695099451563
53,0.060066249539933746
54,0.05490420227423754
55,0.0542385884158036
56,0.05523457663535485
57,0.05572120366258537
58,0.05830729420954985
59,0.05600905447413506
60,0.060345597428112165
61,0.05779262645800363
62,0.05711842698144068
63,0.05647243396258591
64,0.05733191748766051
65,0.05816762381008191
66,0.05889746869423785
67,0.058296350288636896
68,0.05820892894866559
69,0.05940459336847987
70,0.060365178012236835
71,0.05979603940821774
72,0.06117059864774673
73,0.061613544774166536
74,0.06213075717386063
75,0.0633805265772479
76,0.06565220596453429
77,0.06950174400070737
78,0.07163486944004081
79,0.06938283264276389
80,0.06859134779545561
81,0.06914809748447774
82,0.06949247821676913
83,0.07097384166303804
84,0.07377706807157412
85,0.07237902659589407
86,0.078860544404931
87,0.07405586870764656
88,0.07583358232034933
89,0.07096092459352281
90,0.07201587798602724
91,0.0748407538093539
92,0.07669736040298994
93,0.07562477236544313
94,0.07519759528822974
95,0.07590265719307682
96,0.07528123266762374
97,0.07652826035598424
98,0.07881556191030667
99,0.0798964037129445
100,0.07866979430960473
