N,S
2,0.0
3,0.0
4,0.002306648575305292
5,0.007289879931389366
6,0.00799373040752351
7,0.0065346915241206996
8,0.029876977152899827
9,0.040272431151909996
10,0.08046777112627035
11,0.03921302578018995
12,0.06366219008264462
13,0.06839930404523706
14,0.0739542665923034
15,0.09301346801346802
16,0.09355890746025276
17,0.10113112693757854
18,0.09723058398555087
19,0.10318664643399089
20,0.11140379055573403
21,0.13727533211773899
22,0.11940598033313264
23,0.14282839462695576
24,0.15495322619333174
25,0.14677058054881462
26,0.1293454020726748
27,0.13802435723951287
28,0.1484956324813976
29,0.14116836494179932
30,0.13530655391120508
31,0.14264006342494714
32,0.14135594330048779
33,0.13411565106743956
34,0.1358044416040901
35,0.15201959057891262
36,0.1545890007428469
37,0.14096781771200376
38,0.14984870411787923
39,0.13413379073756432
40,0.15237403100775193
41,0.14125496295689902
42,0.14164818163177811
43,0.14821673128484078
44,0.1396531100478469
45,0.13512170889220068
46,0.12932570160324738
47,0.14066476199397374
48,0.1422784240361217
49,0.15032920960170065
50,0.14708364986916517
51,0.14617606770374186
52,0.14495357133820813
53,0.15747626276921495
54,0.13344401901986694
55,0.13258540997893017
56,0.13846558066211245
57,0.14679829301719238
58,0.14916626766867208
59,0.14173892572684113
60,0.15558923980198783
61,0.13937626998851488
62,0.14232669984882376
63,0.1459446119131983
64,0.14842941266312557
65,0.14825417371967206
66,0.1511153967700897
67,0.1566386526844667
68,0.15279104155756137
69,0.1544175195665262
70,0.1512264385360832
71,0.15293374065100598
72,0.15739565444635256
73,0.1608276012814295
74,0.1629682826233051
75,0.15889631294796033
76,0.15998331092670715
77,0.17939770324812607
78,0.18741992193319626
79,0.18434507050549556
80,0.17712483955577876
81,0.17228876006030877
82,0.1814618424341703
83,0.18406097898880694
84,0.197921661003523
85,0.19585174076926196
86,0.2025249645383386
87,0.1888957534570167
88,0.20500599888524654
89,0.18998769350934794
90,0.19072963331856138
91,0.18488290001509913
92,0.2015685346539674
93,0.19748886895268475
94,0.19336524502687646
95,0.20173621625986715
96,0.20431410085829235
97,0.2074368806178788
98,0.20930311872371063
99,0.21142576502258048
100,0.2116061464503391
