N,S
2,0.0
3,0.0
4,0.04166666666666667
5,0.038461538461538464
6,0.04687499999999999
7,0.07142857142857144
8,0.2156862745098039
9,0.20253164556962025
10,0.2595419847328244
11,0.2537313432835821
12,0.4393939393939394
13,0.5522388059701493
14,0.5492957746478874
15,0.5531914893617021
16,0.5
17,0.9342105263157894
18,1.2666666666666668
19,1.6296296296296295
20,1.3972602739726028
21,1.7714285714285716
22,1.8181818181818181
23,1.815217391304348
24,1.9191919191919193
25,1.581196581196581
26,1.144736842105263
27,1.0259067357512952
28,1.4304635761589406
29,1.0361990950226243
30,1.158371040723982
31,1.1339285714285714
32,1.1705069124423964
33,0.8691588785046729
34,0.8797653958944281
35,0.9730538922155689
36,0.8236658932714618
37,0.9832869080779946
38,1.34
39,0.9509043927648579
40,0.8847826086956522
41,0.6496
42,0.5622641509433962
43,0.7888307155322862
44,0.879472693032015
45,0.8888888888888887
46,0.8800675675675675
47,0.8386075949367089
48,0.9983221476510068
49,0.9803600654664484
50,1.2058823529411764
51,1.2991803278688523
52,1.22992700729927
53,1.2743362831858407
54,1.0708782742681047
55,1.1477272727272727
56,0.992
57,1.1330409356725146
58,1.1469387755102043
59,1.2301013024602026
60,1.3104395604395604
61,1.1485148514851484
62,1.0885057471264368
63,1.1156930126002291
64,1.2323353293413175
65,1.215028901734104
66,1.0980980980980983
67,1.052880075542965
68,1.0466367713004485
69,1.0913200723327305
70,1.115761353517364
71,1.0846740050804404
72,1.0194319880418534
73,1.1522462562396008
74,1.1896974652493868
75,1.096420745069394
76,1.1717171717171717
77,1.3381568926123382
78,1.3703703703703702
79,1.247289972899729
80,1.2413563829787235
81,1.3358992302309307
82,1.1854695806261075
83,1.2651191203420893
84,1.349033816425121
85,1.2840203274985884
86,1.3694474539544963
87,1.372615039281706
88,1.3065506653019447
89,1.2817708333333333
90,1.229326923076923
91,1.3786859803414382
92,1.3368270605050023
93,1.2883463841547673
94,1.3273809523809526
95,1.2867775831873907
96,1.2904051172707887
97,1.2972187629721874
98,1.3116673395236174
99,1.3679935012185216
100,1.3472706155632985
