N,Строки и столбцы,Только строки
2,0.0,0.0
3,0.16757940854326397,0.17171717171717174
4,0.0,0.0
5,0.0,0.0
6,0.0153015301530153,0.014718614718614718
7,0.0743006993006993,0.0780532598714417
8,0.09015151515151515,0.08654545454545455
9,0.272,0.2833333333333333
10,0.24926686217008798,0.22895622895622894
11,0.3722627737226277,0.3834586466165414
12,0.39180537772087065,0.3863636363636364
13,0.4114521841794569,0.4252593044539353
14,0.4528083381586567,0.46464646464646464
15,0.42424242424242425,0.4356314826113484
16,0.527490473598258,0.5371396895787139
17,0.6750261233019854,0.6711688311688311
18,0.7687235044747998,0.7237250554323724
19,0.7137904468412942,0.6765242789339174
20,0.7830303030303031,0.7936117936117936
21,0.8212248003042982,0.9346320346320346
22,0.8358684117438981,0.9945286195286196
23,0.8358684117438981,0.9025974025974026
24,1.012899262899263,1.1992727272727273
25,0.7468914064658746,0.8083133971291866
26,1.0974967061923584,1.2020202020202018
27,1.0896010464355783,1.1430531732418525
28,1.0441017316017316,1.2352752880921893
29,0.9281242173804157,0.9967724583109198
30,1.2142857142857144,1.1687500000000002
31,1.0622396471453075,1.3313882063882065
32,1.338077258205054,1.4245516388373536
33,1.2354779890596508,1.4045010364228605
34,1.3354743083003953,1.56017316017316
35,1.420959595959596,1.603590766600171
36,1.3498273878020715,1.5774610005379235
37,1.3648170011806375,1.497021497021497
38,1.5139949109414759,1.676056338028169
39,1.5095137420718816,1.6137619286790559
40,1.5991427926911796,1.7185454545454544
41,1.6234702797202798,1.6884090909090907
42,1.7193181818181817,1.7770730561428234
43,1.7030008826125331,1.6866258741258742
44,1.804910418049104,1.7746846454980425
45,1.844574780058651,1.9015331461887282
46,1.9318181818181817,1.8963719766472058
47,1.8926712054465358,1.8885114885114884
48,2.0177732379979574,2.0042613636363638
49,2.1142914734932474,1.9579988799701324
50,2.0229645093945723,2.057324840764331
51,2.0768057937869258,2.0341609109576253
52,2.0898049319101952,2.0898049319101952
53,1.9643160577740018,1.9828473413379075
54,2.157748917748918,2.1869076869076873
55,2.1306818181818183,2.092221857564818
56,2.306518010291595,2.2722203447110507
57,2.21668524120363,2.2012648221343873
58,2.453893776474422,2.398025792071326
59,2.2666666666666666,2.2331691297208542
60,2.4845328282828283,2.4214736194431623
61,2.276872498570612,2.224409998603547
62,2.5097775787430963,2.4070150322118824
63,2.509206901551399,2.42414904048186
64,2.4892611103606646,2.463636363636364
65,2.4030729833546736,2.423553719008264
66,2.540979414397136,2.431542885109507
67,2.465758379551483,2.256288614298323
68,2.6829931972789116,2.55440414507772
69,2.588535485402326,2.5388196950296824
70,2.7075718015665795,2.612090680100756
71,2.5826597276049164,2.445632798573975
72,2.7444809238084455,2.664834560844234
73,2.8239504326460847,2.655449522852838
74,2.9746665172065914,2.76024547534845
75,2.9621212121212124,2.821067821067821
76,3.044186046511628,2.8
77,3.105022831050228,2.8813559322033897
78,3.158328248932276,2.9320305862361935
79,3.016546215290985,2.8245036060902855
80,3.30095429432446,3.054564045361591
81,3.3384494293585205,3.033163493340485
82,3.471530592549701,3.0619679945522646
83,3.2760649978041285,2.930619941855897
84,3.6686339838172297,3.2172134568828783
85,3.6813074565883555,3.27338782924614
86,3.8464992668621703,3.3151409841244766
87,3.801998585072515,3.3178731285692233
88,3.700610647630515,3.1930983302411873
89,3.6584022038567494,3.1502127956464108
90,3.911568694463431,3.318906771059881
91,4.136193075217466,3.4500640204865562
92,4.044337827777318,3.4724431818181816
93,4.09851209941138,3.5550276556516804
94,4.064867424242424,3.5882967607105534
95,4.124719535783365,3.619526104962998
96,4.23372156648167,3.7273415456610004
97,3.980936121781192,3.525735525735526
98,4.225735617039965,3.754194303550527
99,4.2672264041690795,3.7770517009417643
100,4.245020332207595,3.806377850565478
