N,Строки и столбцы,Только строки
2,0.0,0.0
3,0.041894852135815994,0.042929292929292935
4,0.0,0.0
5,0.0,0.0
6,0.003825382538253825,0.0036796536796536794
7,0.018575174825174824,0.019513314967860424
8,0.022537878787878787,0.021636363636363638
9,0.068,0.07083333333333333
10,0.062316715542521994,0.057239057239057235
11,0.09306569343065693,0.09586466165413535
12,0.09795134443021766,0.0965909090909091
13,0.10286304604486422,0.10631482611348382
14,0.11320208453966417,0.11616161616161616
15,0.10606060606060606,0.1089078706528371
16,0.1318726183995645,0.13428492239467849
17,0.16875653082549635,0.16779220779220777
18,0.19218087611869994,0.1809312638580931
19,0.17844761171032356,0.16913106973347936
20,0.19575757575757577,0.1984029484029484
21,0.20530620007607456,0.23365800865800865
22,0.20896710293597454,0.2486321548821549
23,0.20896710293597454,0.22564935064935066
24,0.25322481572481575,0.2998181818181818
25,0.18672285161646865,0.20207834928229665
26,0.2743741765480896,0.30050505050505044
27,0.2724002616088946,0.28576329331046313
28,0.2610254329004329,0.30881882202304733
29,0.23203105434510393,0.24919311457772994
30,0.3035714285714286,0.29218750000000004
31,0.2655599117863269,0.33284705159705164
32,0.3345193145512635,0.3561379097093384
33,0.3088694972649127,0.3511252591057151
34,0.3338685770750988,0.39004329004329
35,0.355239898989899,0.40089769165004274
36,0.33745684695051786,0.39436525013448087
37,0.3412042502951594,0.37425537425537425
38,0.37849872773536897,0.41901408450704225
39,0.3773784355179704,0.40344048216976397
40,0.3997856981727949,0.4296363636363636
41,0.40586756993006995,0.4221022727272727
42,0.42982954545454544,0.44426826403570585
43,0.4257502206531333,0.42165646853146854
44,0.451227604512276,0.4436711613745106
45,0.46114369501466274,0.47538328654718204
46,0.4829545454545454,0.47409299416180145
47,0.47316780136163394,0.4721278721278721
48,0.5044433094994893,0.5010653409090909
49,0.5285728683733119,0.4894997199925331
50,0.5057411273486431,0.5143312101910827
51,0.5192014484467314,0.5085402277394063
52,0.5224512329775488,0.5224512329775488
53,0.49107901444350044,0.4957118353344769
54,0.5394372294372295,0.5467269217269218
55,0.5326704545454546,0.5230554643912045
56,0.5766295025728988,0.5680550861777627
57,0.5541713103009075,0.5503162055335968
58,0.6134734441186055,0.5995064480178315
59,0.5666666666666667,0.5582922824302136
60,0.6211332070707071,0.6053684048607906
61,0.569218124642653,0.5561024996508868
62,0.6274443946857741,0.6017537580529706
63,0.6273017253878498,0.606037260120465
64,0.6223152775901661,0.615909090909091
65,0.6007682458386684,0.605888429752066
66,0.635244853599284,0.6078857212773767
67,0.6164395948878707,0.5640721535745807
68,0.6707482993197279,0.63860103626943
69,0.6471338713505815,0.6347049237574206
70,0.6768929503916449,0.653022670025189
71,0.6456649319012291,0.6114081996434938
72,0.6861202309521114,0.6662086402110585
73,0.7059876081615212,0.6638623807132095
74,0.7436666293016478,0.6900613688371126
75,0.7405303030303031,0.7052669552669553
76,0.761046511627907,0.7
77,0.776255707762557,0.7203389830508474
78,0.789582062233069,0.7330076465590484
79,0.7541365538227462,0.7061259015225714
80,0.825238573581115,0.7636410113403977
81,0.8346123573396301,0.7582908733351212
82,0.8678826481374252,0.7654919986380662
83,0.8190162494510321,0.7326549854639742
84,0.9171584959543074,0.8043033642207196
85,0.9203268641470889,0.818346957311535
86,0.9616248167155426,0.8287852460311191
87,0.9504996462681288,0.8294682821423058
88,0.9251526619076288,0.7982745825602968
89,0.9146005509641874,0.7875531989116027
90,0.9778921736158578,0.8297266927649702
91,1.0340482688043664,0.8625160051216391
92,1.0110844569443296,0.8681107954545454
93,1.024628024852845,0.8887569139129201
94,1.016216856060606,0.8970741901776383
95,1.0311798839458413,0.9048815262407495
96,1.0584303916204174,0.9318353864152501
97,0.995234030445298,0.8814338814338815
98,1.0564339042599913,0.9385485758876317
99,1.0668066010422699,0.9442629252354411
100,1.0612550830518988,0.9515944626413695
