N,Строки и столбцы,Только строки
2,0.0,0.0
3,0.0,0.0
4,0.0010732323232323232,0.0010614385614385613
5,0.0018985928076837167,0.0018267784225231033
6,0.0023274917853231105,0.002525252525252525
7,0.0011447811447811449,0.001070259380508688
8,0.005083732057416268,0.004780652418447694
9,0.006756085444610036,0.007121910347716799
10,0.01284102017239847,0.011813276651406149
11,0.006149982975825673,0.005147477913935594
12,0.010660842487674077,0.010057940264403459
13,0.015032023707102573,0.015388002739994128
14,0.01512869660460022,0.015470412544334514
15,0.019430279585018466,0.01973566708340775
16,0.01867827785464312,0.018813017460447577
17,0.024211666532937496,0.02617539902845246
18,0.023814790238147903,0.026264433241177425
19,0.027091633466135457,0.029694323144104803
20,0.02965319105273959,0.03209209357417827
21,0.03522727272727273,0.03857414726979945
22,0.03669668187985691,0.04094694102264125
23,0.0431301652892562,0.04740832275733084
24,0.04666820782523262,0.051013961715838024
25,0.044013098969995515,0.04859093999134787
26,0.039268266779949025,0.04348465247559685
27,0.04411764705882353,0.04793233082706767
28,0.04550411420640429,0.049972781709308654
29,0.04703735923831617,0.05288539911970874
30,0.050233159425642916,0.05553570517074167
31,0.04901916265552629,0.05494757202483966
32,0.043155832733669144,0.04743178522782196
33,0.04692880041160406,0.05170045781556573
34,0.048335734324057925,0.05312057328555954
35,0.051210514607741356,0.057547287726022835
36,0.05519480519480519,0.06010477252808541
37,0.053993018066652285,0.058110934655459585
38,0.059714795008912656,0.06368109135636811
39,0.05422647527910685,0.05853512481754557
40,0.05711950599346168,0.06302605210420842
41,0.05588301972341872,0.058750425604358184
42,0.05955329153605015,0.06544317751214301
43,0.05937992643194956,0.06528462192013594
44,0.06069015075069566,0.0652320383882206
45,0.06198347107438016,0.06581069746435254
46,0.055545103351394745,0.06292449344965756
47,0.05756894216270094,0.0626599532658284
48,0.06364517265680057,0.06854095516886215
49,0.06414407377544849,0.06922878198678378
50,0.06446381887239185,0.06911391400920196
51,0.06444476333979096,0.07026808532832629
52,0.06614404137899185,0.07187664667653627
53,0.07123734140379466,0.0773156804285209
54,0.06661442006269593,0.07253450223466432
55,0.06866744366744366,0.0732330002437241
56,0.06939993854527896,0.07292099072920992
57,0.07194421388318553,0.07485795454545455
58,0.07730941026692273,0.08118258859784284
59,0.07714566382642492,0.0818975289050102
60,0.0845585935055997,0.0890746517861066
61,0.08003246753246754,0.08730106027403324
62,0.08011525369747398,0.08639583556938929
63,0.08106811327405897,0.08846219600803522
64,0.07707797243469984,0.08455299485712077
65,0.07938771883053408,0.08372539831302718
66,0.08019695536251828,0.08678151291787656
67,0.0815900482093664,0.08724087779373318
68,0.08550850818061134,0.09055761470905074
69,0.08541042291042293,0.09317500681137045
70,0.0857901180867688,0.09486843746103005
71,0.08943473404080561,0.09571297972961094
72,0.09260235459497453,0.0943092340730136
73,0.0936168013232394,0.092213275265145
74,0.09792006460705294,0.09833113362062111
75,0.09807742570299649,0.10179600108510062
76,0.10586376673773333,0.11009906044122572
77,0.11748717706661632,0.12430706996720546
78,0.12289764911841941,0.13059980399647858
79,0.12084530318475273,0.12763241603184183
80,0.11938777045529775,0.12322188402646209
81,0.1235457590985229,0.12694805194805195
82,0.12722425236781268,0.13201086451852542
83,0.12804594189615795,0.13896476049133225
84,0.13674530475861274,0.14634390702549402
85,0.1400591278640059,0.14584842448388263
86,0.15128985017460855,0.1615760583502519
87,0.14456867898813747,0.15525635855847783
88,0.14815055026079357,0.1605446555397727
89,0.1415573781585394,0.15281917536015896
90,0.14584172101886894,0.15323899770153843
91,0.1527910804138731,0.15511586184228546
92,0.15847629931828147,0.16381631363498997
93,0.15686733791683713,0.16279889890164068
94,0.16232872200263507,0.16719931061623852
95,0.16461622604707557,0.1672592027209791
96,0.16647249944985953,0.1701304370832892
97,0.17292843936355823,0.1778183157049136
98,0.175394083351328,0.18384526282153701
99,0.1825835172264245,0.18897367517756714
100,0.18484265253580626,0.1919956382329651
