N,E
2,0.0
3,0.0
4,0.00020710996320752418
5,0.0002846927411724317
6,0.00035899060289304186
7,0.0002148702878629886
8,0.0010056196391600117
9,0.0014324685857532574
10,0.002312536508469965
11,0.0011892416835382613
12,0.0018617613848785702
13,0.002306927751717359
14,0.002415934234116052
15,0.002970380201945532
16,0.002890901532996586
17,0.0036143243429385924
18,0.0037706114110608495
19,0.0042116998544486075
20,0.004580854458804012
21,0.0053199812235956824
22,0.0056157505285412265
23,0.006628933813399832
24,0.007160814603627851
25,0.006764517364053633
26,0.005923760125764752
27,0.006488687207107868
28,0.006916361376114821
29,0.007034707326901567
30,0.00747908965455611
31,0.007083228758105605
32,0.00678088537822516
33,0.0073514026253016585
34,0.007571303867600164
35,0.00808032058032058
36,0.008452132360252709
37,0.008056136544869232
38,0.008854958271300683
39,0.007984938894029804
40,0.008431748414858107
41,0.008227293587550585
42,0.008770735130493394
43,0.00876061871584653
44,0.008466406314985719
45,0.008735802981949219
46,0.009095838528070065
47,0.009113870785340525
48,0.009866579267210183
49,0.0098529841489162
50,0.009737465632474239
51,0.009868445147632965
52,0.010013134701917422
53,0.010270127856379308
54,0.009548323487340289
55,0.009603821392414266
56,0.009934063517371652
57,0.010248810787894346
58,0.010676124770084502
59,0.010672334944400457
60,0.01153468656206882
61,0.010887613820975492
62,0.010966583901280991
63,0.011070216784502498
64,0.011116745849570278
65,0.011515009728497894
66,0.011594370491397636
67,0.011404625025194863
68,0.011679480990451073
69,0.012026922393849325
70,0.011974563398682522
71,0.01207128694430756
72,0.012539259541258207
73,0.01263759384936439
74,0.012722129355792724
75,0.012908098406481923
76,0.0134457906902218
77,0.014334617749125712
78,0.014611202634383575
79,0.014650706320677125
80,0.014612691619214592
81,0.014582137925735475
82,0.014834412323531844
83,0.01474186762425091
84,0.016083635923197653
85,0.015953350748393647
86,0.01745737919145069
87,0.016698907635547607
88,0.016833896324981355
89,0.01583474666562709
90,0.01627457528633728
91,0.016793487366612153
92,0.017129527553682838
93,0.016879034591211713
94,0.01696366183511691
95,0.016834093393958485
96,0.017003764878542178
97,0.017532847067039333
98,0.017836031735626437
99,0.018208595528183158
100,0.01817198884370124
