N,S
2,0.0
3,0.006583760058522312
4,0.0
5,0.0
6,0.0014388489208633094
7,0.004995004995004995
8,0.0051813471502590676
9,0.018425460636515914
10,0.014781966001478197
11,0.0222521915037087
12,0.02645113886847906
13,0.03540587219343696
14,0.06241519674355495
15,0.056451612903225805
16,0.05993690851735016
17,0.0945273631840796
18,0.12664907651715038
19,0.15181058495821728
20,0.15159574468085107
21,0.15393939393939393
22,0.1800518134715026
23,0.18193717277486912
24,0.25359477124183005
25,0.20306513409961685
26,0.2582345191040843
27,0.2503192848020434
28,0.28880407124681934
29,0.27560050568900124
30,0.29121540312876054
31,0.31954887218045114
32,0.3321078431372549
33,0.34275184275184273
34,0.37812128418549346
35,0.3875878220140515
36,0.39473684210526316
37,0.387243735763098
38,0.4330708661417323
39,0.4153846153846154
40,0.4602649006622516
41,0.4791666666666667
42,0.46940928270042187
43,0.48556149732620324
44,0.4994797086368366
45,0.5269582909460835
46,0.5442522889114955
47,0.556
48,0.5701668302257115
49,0.6019512195121951
50,0.59375
51,0.6193236714975845
52,0.6185185185185185
53,0.6153846153846154
54,0.649822695035461
55,0.6648936170212766
56,0.6720475785896346
57,0.6988054607508533
58,0.7238562091503269
59,0.7119741100323624
60,0.7195027195027196
61,0.7174578866768759
62,0.7515197568389057
63,0.77947932618683
64,0.8138138138138138
65,0.8081991215226939
66,0.8355968548963545
67,0.8101010101010101
68,0.8745716244002743
69,0.8721957851801496
70,0.8846407382992749
71,0.8628930817610064
72,0.8851644941030414
73,0.9700561447286339
74,0.9364127174565088
75,0.9442815249266863
76,0.9538288288288288
77,1.0034207525655643
78,0.9682034976152624
79,0.9769633507853404
80,1.0476964769647696
81,1.0527426160337552
82,1.1095962244362874
83,1.1651619755708975
84,1.1667524446731858
85,1.1748110831234255
86,1.1956416464891042
87,1.160091743119266
88,1.1955597543693905
89,1.246948356807512
90,1.2341888175985334
91,1.3027397260273974
92,1.2748226950354609
93,1.2849673202614378
94,1.282268303004655
95,1.3028666389696717
96,1.3176178660049627
97,1.3338735818476497
98,1.3343811394891945
99,1.3778307508939214
100,1.369236583522298
