N,S
2,0.0
3,0.006721433905899925
4,0.0
5,0.0
6,0.001366120218579235
7,0.004128819157720892
8,0.005691056910569106
9,0.01824212271973466
10,0.015360983102918587
11,0.021868787276341946
12,0.024161073825503355
13,0.040196078431372545
14,0.059895833333333336
15,0.051470588235294115
16,0.0627062706270627
17,0.09058402860548273
18,0.1278295605858855
19,0.1449468085106383
20,0.15
21,0.15047393364928907
22,0.18289473684210525
23,0.17774936061381075
24,0.26040268456375837
25,0.2043701799485861
26,0.2481012658227848
27,0.24592220828105393
28,0.2855345911949686
29,0.27114427860696516
30,0.2998760842627014
31,0.31211750305997554
32,0.3312958435207824
33,0.3365500603136309
34,0.3840579710144928
35,0.3889541715628672
36,0.40162980209545984
37,0.40524433849821223
38,0.4287305122494432
39,0.41906873614190693
40,0.4612831858407079
41,0.4719222462203023
42,0.4842219804134929
43,0.4908108108108108
44,0.5042016806722689
45,0.5407098121085595
46,0.5431472081218274
47,0.5295238095238095
48,0.5538608198284081
49,0.566574839302112
50,0.5752293577981651
51,0.6104761904761905
52,0.6237161531279178
53,0.6337371854613234
54,0.6585804132973945
55,0.6631299734748012
56,0.6189358372456963
57,0.7060344827586207
58,0.7389491242702252
59,0.713128038897893
60,0.721183800623053
61,0.7526104417670683
62,0.7498104624715694
63,0.7940717628705148
64,0.7569832402234636
65,0.793103448275862
66,0.7872053872053871
67,0.778640776699029
68,0.8307291666666667
69,0.8547634910059959
70,0.8613607188703467
71,0.9050131926121373
72,0.9053968253968253
73,1.003225806451613
74,0.9369747899159663
75,0.9763493026076411
76,1.0186410102224894
77,1.0179294389820706
78,1.0322033898305085
79,1.077367205542725
80,1.0679558011049723
81,1.1095052807115067
82,1.081246806336229
83,1.1474895397489542
84,1.144949494949495
85,1.1843575418994414
86,1.2759689922480622
87,1.2850609756097562
88,1.185480093676815
89,1.3070866141732285
90,1.344483275087369
91,1.3438530381535563
92,1.3754184600669535
93,1.37803738317757
94,1.4185393258426966
95,1.42480690595184
96,1.4116083296411164
97,1.4337979094076654
98,1.465056082830026
99,1.4626739772247996
100,1.53582026282323
