N,t
2,32.1764705882353
3,24.0
4,32.47058823529412
5,33.76470588235294
6,24.41176470588235
7,23.647058823529413
8,26.647058823529413
9,28.11764705882353
10,35.64705882352941
11,30.176470588235293
12,37.76470588235294
13,38.411764705882355
14,41.70588235294118
15,45.94117647058823
16,53.1764705882353
17,55.705882352941174
18,66.23529411764706
19,68.23529411764706
20,73.6470588235294
21,85.11764705882354
22,102.17647058823529
23,104.17647058823529
24,110.29411764705883
25,110.41176470588235
26,118.94117647058823
27,124.6470588235294
28,134.8235294117647
29,133.8235294117647
30,155.64705882352942
31,153.88235294117646
32,181.76470588235293
33,184.23529411764707
34,204.11764705882354
35,191.88235294117646
36,207.23529411764707
37,208.1764705882353
38,232.94117647058823
39,224.58823529411765
40,245.52941176470588
41,258.11764705882354
42,267.11764705882354
43,281.88235294117646
44,306.52941176470586
45,325.05882352941177
46,355.0
47,340.05882352941177
48,366.0
49,354.88235294117646
50,395.05882352941177
51,397.88235294117646
52,441.1764705882353
53,452.5882352941176
54,469.47058823529414
55,489.8235294117647
56,495.94117647058823
57,482.52941176470586
58,518.7058823529412
59,537.4705882352941
60,558.3529411764706
61,564.3529411764706
62,594.1176470588235
63,615.9411764705883
64,653.5294117647059
65,630.1764705882352
66,672.1176470588235
67,688.5882352941177
68,716.8235294117648
69,727.0588235294117
70,753.9411764705883
71,749.2941176470588
72,795.7647058823529
73,827.3529411764706
74,875.2941176470588
75,848.7058823529412
76,877.9411764705883
77,889.1764705882352
78,943.0588235294117
79,923.4117647058823
80,992.5882352941177
81,1014.2352941176471
82,1050.1176470588234
83,1083.8823529411766
84,1073.7058823529412
85,1074.3529411764703
86,1130.3529411764705
87,1152.8823529411766
88,1189.8235294117646
89,1188.5294117647059
90,1239.8823529411766
91,1275.3529411764705
92,1324.8823529411766
93,1356.1176470588234
94,1410.4705882352941
95,1396.6470588235295
96,1424.0
97,1467.3529411764705
98,1531.5294117647059
99,1551.4705882352941
100,1566.4705882352941
