N,Строки и столбцы,Только строки
2,0.0,0.0
3,0.0,0.0
4,0.01736465781409602,0.0153015301530153
5,0.031865042174320526,0.029437229437229435
6,0.0459045904590459,0.03512396694214876
7,0.030909090909090907,0.023239917976760085
8,0.14782608695652175,0.136
9,0.19470293486041518,0.19781818181818184
10,0.41051136363636365,0.3648989898989899
11,0.20055517002081888,0.18372536554354735
12,0.32954545454545453,0.29680915111378686
13,0.378687537627935,0.3343965975544923
14,0.3652892561983471,0.3424586776859504
15,0.5287081339712919,0.46723044397463004
16,0.5215909090909091,0.4636363636363637
17,0.6234504132231404,0.5300834431269213
18,0.6489201406328479,0.4334116068433412
19,0.5862068965517242,0.5132075471698113
20,0.6382039013617962,0.6824085005903189
21,0.8710743801652893,0.6452402816039181
22,0.987961809879618,0.8484848484848484
23,1.0201221703197987,1.0534322820037105
24,1.0638998682476943,1.1515151515151516
25,0.9996821360457723,0.9724799010513296
26,1.0586972083035076,0.8536796536796536
27,1.1460674157303372,0.9444444444444444
28,1.1712918660287082,1.1510971786833857
29,1.141642228739003,1.0318049297641134
30,1.3276388041488711,1.188097188097188
31,1.2786496890731418,1.185937929140346
32,1.3489534520462358,1.211560044893378
33,1.3909090909090909,1.3267132867132867
34,1.4265734265734267,1.280763435459568
35,1.517440263663829,1.4269111570247934
36,1.5856542301629009,1.52823499620157
37,1.5498450413223142,1.1732160312805475
38,1.7500640204865556,1.4722102542007756
39,1.5624375624375622,1.4112339273629595
40,1.728021978021978,1.5646766169154227
41,1.638262520769048,1.432544624325446
42,1.7990056818181817,1.5149521531100476
43,1.6832420591456738,1.4140596245859405
44,1.7102542007755277,1.4609863820390137
45,1.7875136911281488,1.655844155844156
46,1.935533216783217,1.742817788272334
47,1.808147702187437,1.6648189209164819
48,2.1236615578416966,1.9237352605553444
49,1.9047886270108492,1.8045365940102782
50,2.0483934169278997,1.8858225108225106
51,2.0412878787878785,1.8663203463203462
52,2.0832727272727274,1.883610060825251
53,2.1690590111642742,1.9318181818181817
54,2.081571529245948,1.9528925619834712
55,2.034704587777213,1.8030303030303028
56,2.1411884205180294,1.9259936043855643
57,2.2471431008016376,2.0300462249614792
58,2.3687603305785125,2.128787878787879
59,2.2302824509955235,2.011694278156759
60,2.533270852858482,2.285835095137421
61,2.316933470406814,2.087600899827974
62,2.451499923861733,2.121080368906456
63,2.483948394839484,1.9397844423617618
64,2.4058588914867283,2.103535353535354
65,2.392154237515062,1.9929726715002791
66,2.4013649240278134,1.9135029755797253
67,2.2703317762606297,2.0296605632294678
68,2.4405215893713867,2.170331473580571
69,2.5517970401691334,2.252854633289416
70,2.4794552438598534,2.267511177347243
71,2.450157515751575,2.1218941829874307
72,2.7376623376623375,2.392735527809308
73,2.5819717074240596,2.2507408469553583
74,2.719028251071782,2.2968706472281553
75,2.839323467230444,2.4599440856068644
76,2.9251960161051067,2.5480387632671895
77,3.1945454545454544,2.7099437488659044
78,3.162711182622687,2.6770514130064695
79,3.0300125859231293,2.6030940696997424
80,3.256618099733224,2.777058360311488
81,3.259969864389754,2.7911757117055127
82,3.3935746966381544,2.789323086984958
83,3.122572062084257,2.5625591382196666
84,3.5740636175418787,2.7620363636363634
85,3.472691340280273,2.795834237361684
86,3.93841642228739,3.171192443919716
87,3.695192393139607,3.0193145512634336
88,3.812121212121212,3.1289020258092433
89,3.4110884631064,2.8383310719131614
90,3.569762667323643,2.903546857257364
91,3.838430907396425,3.0805058815530026
92,3.7741909961231106,3.1723083061780937
93,3.852617079889808,3.072236221489953
94,3.902676591700982,3.251286449399657
95,3.852494409746318,3.22820960134393
96,4.048957103502558,3.3692690594707884
97,3.672658140338748,3.12591938805531
98,4.1704167925098155,3.4274278622401493
99,4.204435306212366,3.41317436661699
100,4.2281303602058316,3.359264096303447
