N,Строки и столбцы,Только строки
2,0.0,0.0
3,0.0,0.0
4,0.004245754245754246,0.004859919954259577
5,0.007557234941098022,0.008856473039854129
6,0.00832381263260976,0.010633861551292742
7,0.003213003213003213,0.006576402321083172
8,0.015084294587400177,0.025914634146341466
9,0.022018942766939206,0.034974926064034975
10,0.04079616036137775,0.06815234052588139
11,0.018106634922623894,0.03403203014601978
12,0.04309440559440559,0.05687586525149977
13,0.060702567071993827,0.0641771247831854
14,0.05186981693005789,0.06232960421171383
15,0.07220452503471371,0.08782911077993046
16,0.07314158234403632,0.07917888563049853
17,0.09442966671882337,0.10821230051999282
18,0.0934403702900123,0.10562459123610203
19,0.10559006211180125,0.1220825852782765
20,0.11607979649216764,0.13336409783110292
21,0.13747228381374724,0.15943125094539407
22,0.14688637906560514,0.1685075049561031
23,0.1718314973974095,0.1991442199775533
24,0.1810335164219258,0.20766362350520767
25,0.1733833177132146,0.19993642720915444
26,0.155169700466873,0.177263738239348
27,0.17220033764772089,0.1946564885496183
28,0.1770918736435978,0.1971755356279869
29,0.18538978046573645,0.2120485865243205
30,0.19732486964407164,0.22390286566857026
31,0.19404125286478227,0.2159215921592159
32,0.17262333093467658,0.19261307877598358
33,0.18521555763823805,0.2111566200694506
34,0.1919024683925346,0.21828454031843864
35,0.2017969976989664,0.23770597599277202
36,0.20996416518804578,0.24602527517325723
37,0.21335371706900846,0.2432213350626191
38,0.2322514868309261,0.2643713733075435
39,0.20779220779220778,0.24017199017199017
40,0.22241867043847244,0.2550689375506894
41,0.2190832910106653,0.2501812382195157
42,0.2305801674960553,0.2655971479500891
43,0.23238371741365757,0.27043958751275826
44,0.23624460645737239,0.2679017344941621
45,0.23527376524522098,0.2643685608760448
46,0.2239726893412568,0.2532814778804084
47,0.22822259935661995,0.2521055429642687
48,0.24852579852579854,0.2816371989419463
49,0.2506708022548802,0.28695823705123147
50,0.25031723609548207,0.29092578679355535
51,0.25059288537549407,0.29450501407219165
52,0.25486576061569943,0.3050179688539864
53,0.27964998057986246,0.3297946866411597
54,0.25634627901931006,0.307762438134931
55,0.26058582485961446,0.3085671741418705
56,0.26640829050467607,0.3120266436412977
57,0.2811566367904396,0.31660779083459495
58,0.29792320645282,0.33980651586285393
59,0.29882537844321283,0.34816760234199934
60,0.32640328456135415,0.376113172541744
61,0.3189196838296238,0.36773892773892775
62,0.31616881714094935,0.3656121545204733
63,0.31756808592251634,0.36957346606254043
64,0.30073236143584103,0.3484383714445064
65,0.3057166812107524,0.3492308594437169
66,0.3162991858887381,0.358959059149616
67,0.31940348807818686,0.35892143682187416
68,0.32437867887508176,0.3740243580558803
69,0.3348947282519994,0.3873263364542434
70,0.3491623774710684,0.39608397329812756
71,0.3529554773983371,0.4038611327473016
72,0.37040941837989816,0.4175084175084175
73,0.37479505260979606,0.42360074123383046
74,0.37868581401757556,0.4407362531627526
75,0.40561763817577773,0.45493768831678233
76,0.42939575394665214,0.4826573426573426
77,0.46519849860607093,0.5140786892017487
78,0.4804387345136799,0.5348093731932115
79,0.4761810574362876,0.532506423017372
80,0.4751133931110878,0.529910677018115
81,0.48207070707070704,0.5291019955654102
82,0.49327723802914647,0.5549699897525985
83,0.5141584519897773,0.5774195135551802
84,0.5559654516176256,0.6099903629938965
85,0.5650102309266296,0.6102385199450662
86,0.6034768444406998,0.6727930240931791
87,0.5913926499032882,0.6500742593605878
88,0.6128526645768025,0.6631168831168831
89,0.5893033214074429,0.6404047207212723
90,0.5865707692930493,0.6406821129583776
91,0.609716708162304,0.6694792528667691
92,0.6352981914071865,0.7006859677727346
93,0.6424845962598639,0.7036686250425466
94,0.6605149236728185,0.70778400114893
95,0.667659989576791,0.7231477327003517
96,0.6646596723344875,0.7215777587633782
97,0.6710498061060794,0.742550039136755
98,0.7051231313273162,0.7646081647908967
99,0.7241361865735823,0.7714674535483784
100,0.7429454093357948,0.782053485267096
