N,t
2,42.0
3,54.54545454545455
4,37.36363636363637
5,15.363636363636363
6,13.545454545454545
7,5.090909090909091
8,4.909090909090909
9,9.272727272727273
10,5.0
11,7.363636363636363
12,12.454545454545455
13,9.181818181818182
14,11.545454545454545
15,17.0
16,10.0
17,10.454545454545455
18,33.72727272727273
19,11.0
20,12.181818181818182
21,10.636363636363637
22,21.818181818181817
23,25.545454545454547
24,26.181818181818183
25,15.0
26,16.09090909090909
27,29.272727272727273
28,36.0
29,38.0
30,30.545454545454547
31,49.18181818181818
32,26.636363636363637
33,20.90909090909091
34,20.0
35,43.45454545454545
36,74.18181818181819
37,63.18181818181818
38,46.54545454545455
39,71.36363636363636
40,71.0
41,43.0
42,46.0
43,58.63636363636363
44,53.54545454545455
45,75.63636363636364
46,104.0
47,51.72727272727273
48,50.45454545454545
49,64.0
50,72.54545454545455
51,121.81818181818181
52,92.9090909090909
53,56.09090909090909
54,72.45454545454545
55,103.18181818181819
56,129.54545454545453
57,82.63636363636364
58,66.9090909090909
59,98.36363636363636
60,152.54545454545453
61,111.81818181818181
62,77.72727272727273
63,139.72727272727272
64,127.45454545454545
65,129.72727272727272
66,100.45454545454545
67,147.45454545454547
68,169.72727272727272
69,117.36363636363636
70,186.27272727272728
71,152.27272727272728
72,131.27272727272728
73,192.54545454545453
74,157.9090909090909
75,201.36363636363637
76,223.27272727272728
77,153.9090909090909
78,219.0909090909091
79,185.63636363636363
80,205.1818181818182
81,222.0909090909091
82,205.45454545454547
83,235.54545454545453
84,252.0909090909091
85,210.45454545454547
86,251.63636363636363
87,250.45454545454547
88,275.3636363636364
89,224.63636363636363
90,283.45454545454544
91,271.90909090909093
92,273.1818181818182
93,339.6363636363636
94,285.90909090909093
95,283.0
96,372.3636363636364
97,340.72727272727275
98,335.6363636363636
99,309.09090909090907
100,376.0
