N,t
2,37.76470588235294
3,39.294117647058826
4,42.05882352941177
5,31.58823529411765
6,30.529411764705884
7,31.176470588235293
8,34.35294117647057
9,39.470588235294116
10,40.8235294117647
11,39.76470588235294
12,46.23529411764706
13,49.529411764705884
14,49.529411764705884
15,63.529411764705884
16,76.0
17,79.94117647058823
18,77.94117647058823
19,88.52941176470588
20,102.6470588235294
21,103.58823529411765
22,120.58823529411765
23,104.0
24,130.0588235294118
25,126.29411764705883
26,145.23529411764707
27,141.0
28,153.8235294117647
29,157.35294117647058
30,174.58823529411765
31,186.41176470588235
32,188.94117647058823
33,202.52941176470588
34,205.58823529411765
35,215.05882352941177
36,235.64705882352942
37,250.8235294117647
38,261.0
39,267.88235294117646
40,276.4117647058824
41,304.05882352941177
42,319.29411764705884
43,338.2352941176471
44,365.7647058823529
45,342.0
46,375.6470588235294
47,387.05882352941177
48,428.1764705882353
49,426.52941176470586
50,463.94117647058823
51,451.8235294117647
52,505.94117647058823
53,516.4117647058823
54,542.9411764705883
55,544.5882352941177
56,564.1176470588234
57,557.0588235294117
58,620.8235294117648
59,611.7058823529412
60,680.2352941176471
61,646.0
62,657.2352941176471
63,703.8823529411765
64,701.1764705882352
65,709.3529411764706
66,782.7058823529412
67,778.1176470588235
68,846.3529411764706
69,827.1176470588235
70,853.2352941176471
71,926.1764705882352
72,916.8823529411765
73,931.4117647058823
74,947.5882352941177
75,1002.8823529411765
76,973.2352941176471
77,1034.1764705882354
78,1028.4117647058824
79,1106.1176470588234
80,1146.0588235294117
81,1118.1764705882356
82,1203.4117647058824
83,1179.0588235294115
84,1249.8823529411766
85,1187.0
86,1256.3529411764705
87,1370.764705882353
88,1313.1764705882354
89,1328.5882352941176
90,1426.3529411764705
91,1319.8235294117646
92,1507.4705882352941
93,1415.5294117647059
94,1512.235294117647
95,1511.235294117647
96,1618.7058823529412
97,1565.4705882352941
98,1649.235294117647
99,1676.6470588235295
100,1773.8235294117646
