N,1,2,3,4,5,6,7,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.06919945725915876,0.061004784688995214,0.03974025974025974,0.029593810444874274,0.034090909090909095,0.021597967250141164,0.026293177521910984,0.018229476945073278
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0034729315628192034,0.004697430229345124,0.003942486085343228,0.003697259678120922,0.0037239868565169774,0.0035774410774410776,0.003670913409630749,0.002809917355371901
7,0.02007083825265643,0.029720279720279717,0.022660623833644367,0.02007083825265643,0.01922207146087743,0.017403767403767402,0.01515151515151515,0.013676588897827836
8,0.024531024531024532,0.03512396694214876,0.03064640741694566,0.025276125743415465,0.023881196066626528,0.021507319718055303,0.016194882961350025,0.017676767676767676
9,0.06995884773662552,0.10149253731343283,0.0821256038647343,0.08970976253298153,0.07112970711297072,0.05230769230769231,0.05422647527910686,0.04497354497354498
10,0.06096467634929173,0.09011396766498807,0.06704791954249655,0.075204600752046,0.051005100510051,0.05203550658096113,0.044473512099411375,0.03327135727566298
11,0.10515463917525772,0.1317829457364341,0.11258278145695363,0.1103896103896104,0.09941520467836258,0.08585858585858587,0.08095238095238094,0.07296137339055794
12,0.1090909090909091,0.12644628099173555,0.12094861660079052,0.12016493225996466,0.08666100254885302,0.07418181818181818,0.07244318181818182,0.07142023573345782
13,0.12351586035796562,0.13064667291471413,0.12208793133648624,0.11647727272727272,0.09703466518167896,0.09169846072885146,0.08656234475906606,0.07233291822332917
14,0.12428480610298791,0.12972793629727936,0.12627159696431456,0.12257053291536049,0.10026926529042184,0.09173020527859238,0.07611446369476348,0.0833422146435042
15,0.0932601880877743,0.1213254035683942,0.10418794688457608,0.10764360018091362,0.08311023163776046,0.07627390236085888,0.07469400564912648,0.06719367588932806
16,0.19067296340023612,0.15427479700684604,0.11150747986191024,0.12286040319513121,0.09744569589702332,0.08678907299596955,0.08502983502983504,0.07964819990136446
17,0.17222074113569716,0.2032085561497327,0.10966810966810966,0.1354723707664884,0.12402803110300471,0.12046620046620048,0.11828252311635998,0.10591032051807525
18,0.20520558279894377,0.2032378580323786,0.11907193929665838,0.15749855240301097,0.1317616663975456,0.1283422459893048,0.1258385380522785,0.09677993239637075
19,0.20848334833483345,0.23692622426799642,0.13048376874867967,0.17565646032799315,0.14521943573667712,0.13306046244434871,0.12898510371710983,0.10833089739842151
20,0.24503729927930204,0.20702916355090267,0.12234848484848485,0.15618955512572533,0.1407203020621551,0.12286040319513121,0.11675402132658594,0.10010330578512396
21,0.19356284740900123,0.22152678021752514,0.12946749820100745,0.1591830715918307,0.1356411384054784,0.12861908733468366,0.11504849195353298,0.10971085929163067
22,0.23658390068081697,0.2081571529245948,0.11336051810985849,0.16822097244963335,0.12367195268749674,0.11888111888111888,0.12171001802729847,0.11318133920873648
23,0.23400673400673402,0.20076465590484283,0.11536959281320183,0.14593626482213437,0.12129767465735845,0.12925281697844876,0.10751660751660752,0.12460451381565071
24,0.251948051948052,0.2558175612783121,0.15755027946304878,0.16910218940675795,0.1599030303030303,0.1732051888031091,0.1448397013614405,0.1389977662578497
25,0.14600550964187328,0.18916649170690744,0.1503838878379882,0.14171122994652408,0.13091490289146124,0.12811640913830694,0.12194901872321227,0.09988913525498891
26,0.18571985953960202,0.20977083857970283,0.17438635055215365,0.17797243884200403,0.14980667206186493,0.14315174428595978,0.13379376806938642,0.13101604278074866
27,0.18991165574237673,0.20207411001273576,0.16207013959822947,0.169317546623304,0.14294907546441288,0.1452104942037828,0.12419396921241939,0.12072901192072175
28,0.29283654575808166,0.2089447181764037,0.18290833254336902,0.17298726914111529,0.1530620339520863,0.15206683217086336,0.15043661312958057,0.1232671053472178
29,0.21877213695395512,0.19508343422645677,0.16458675667273615,0.17224391150771518,0.1480919080919081,0.13673258559622195,0.12883712845471929,0.12058306761241619
30,0.25407608695652173,0.2019438444924406,0.16930737890448166,0.1732283464566929,0.14134542705971276,0.1397608370702541,0.13058659217877094,0.12103559870550162
31,0.2320912303244459,0.22065560419423802,0.1795402774901636,0.17970401691331925,0.15064637197664724,0.15570561402248484,0.15382158824781775,0.12326897375380329
32,0.2334549508462552,0.20836725463591135,0.1798274717982747,0.1756051076805794,0.13553986466607826,0.14178002092694036,0.13840653728294178,0.13501553250102574
33,0.2633975676125951,0.21095000889521437,0.17928557928557928,0.17233485938521909,0.1376698014629049,0.1480706793206793,0.14696040156162854,0.12122064047844198
34,0.2742491883116883,0.21852136303003358,0.1819528120897984,0.19130188612477442,0.14162955200419178,0.15291056174690276,0.1435742171938491,0.12407335154116271
35,0.2923116883116883,0.22338229456133385,0.1874479496318998,0.1834811529933481,0.1568195752745109,0.14931274213235685,0.15192915192915193,0.13543697499217752
36,0.289458098904353,0.21586308428413692,0.175793543746066,0.17856055531876028,0.1513431218228266,0.15238119982332615,0.14127764127764128,0.13866887338928952
37,0.26686365944872803,0.20867932702722217,0.17503482526800315,0.17410687390806676,0.14847542962829766,0.14539417417115258,0.132925511119288,0.13809580695257437
38,0.28619528619528617,0.21875,0.18285187461585742,0.18240343347639484,0.15025252525252525,0.1483790523690773,0.13879169582458595,0.14333895446880268
39,0.2809917355371901,0.21477272727272728,0.17464329392580516,0.17925186197662418,0.15300728606124103,0.1492544246759883,0.13380252363303213,0.13124731929494907
40,0.28117563065207046,0.21546457554481627,0.17427110477407934,0.17403579407360126,0.15439735157032713,0.14550791272398858,0.14653354830708173,0.13136048623207205
41,0.28000150761344794,0.22049090315495798,0.1805785123966942,0.18817599229970364,0.15391149415761995,0.1530742602818759,0.15038157122325457,0.13985579547807753
42,0.26390148608107167,0.20733411900128812,0.1687260237309305,0.16777928097762201,0.15144841945106202,0.13162244454110483,0.13281716352400014,0.12971091526353687
43,0.2676979639970865,0.2124239671923596,0.17230755492052152,0.17218070273284997,0.14641827287904083,0.14100409237065187,0.1420891785411834,0.1275934467423829
44,0.2663620042435123,0.20866896816263902,0.16733999138691216,0.1716774315709747,0.14235620453237033,0.1412717923858659,0.14216523223805708,0.12279724910084121
45,0.2779671717171717,0.22243552501957614,0.18103696394062746,0.18369560682548292,0.14486888428256506,0.14767486709932753,0.13710317769231967,0.1273334586520526
46,0.26870919136112503,0.21804276946682008,0.16932586152328113,0.1696037296037296,0.13700384122919335,0.14735665332706857,0.13787196628617338,0.1425794415965135
47,0.22804477900019302,0.216006216006216,0.16792509815765627,0.1788660964347892,0.14863738579358715,0.1458867109121778,0.1335103678173908,0.1282879556991232
48,0.2728377669125162,0.21646795827123697,0.1693848501997908,0.17224421463822961,0.14431197218082464,0.13777951371936334,0.13629464039300107,0.12434691745036573
49,0.28345584261160955,0.22510515924113658,0.1766151981006584,0.1787339183777797,0.15805494025285174,0.1509013221309471,0.14507005241829524,0.13487205863443488
50,0.21310754343523206,0.21447543160690571,0.17418658996944095,0.174249235748966,0.14428231089934485,0.1454299864925709,0.14370458253003116,0.12708196721311477
51,0.2689023788372322,0.21667462021792722,0.1718959506570126,0.17731096539043562,0.14645717972152036,0.144660683942226,0.14495703301673452,0.12838729440595692
52,0.2595182595182595,0.21597565614302014,0.1670491320976758,0.16296189997847457,0.13764848484848485,0.14084087808508,0.1281325104087919,0.12845136697320347
53,0.2623992736352287,0.21239068126699492,0.16972046041813482,0.17090731678469523,0.13658813242904744,0.14023339884028435,0.13452497323465068,0.12413289521723257
54,0.27329751069196184,0.2196661201896804,0.17114642420579873,0.16874991536096856,0.14193937875180826,0.14660517430026943,0.13569935096049135,0.12200518921035883
55,0.2467200743062812,0.2197328737613098,0.1729986431478969,0.16286228875803135,0.13919669858183129,0.14688770866695086,0.13623541479676882,0.11954320432043204
56,0.27329634371887884,0.22050045913682276,0.173619449716595,0.1692681453135621,0.1449952016907301,0.1441573756432247,0.13637377794004302,0.13115057884932363
57,0.27551747338425614,0.22453916493299145,0.17857326082495384,0.1747517979742196,0.15430053306439995,0.15511363636363637,0.14805559395569923,0.12960549587623107
58,0.27785566706021253,0.22591531550449223,0.1834011153593259,0.18222953517071164,0.1552815521969525,0.1546676524650093,0.1416147199578785,0.13783699690685802
59,0.27715508457305893,0.22113821138211384,0.17607457276022787,0.17756887322104714,0.14884535405494145,0.1443583483706613,0.14272221639206634,0.13013108793416897
60,0.2738405872734231,0.22371281992979664,0.17755470336115498,0.17215095742703107,0.1507681109451021,0.14416146963744425,0.14060629879061792,0.13481779642872438
61,0.27312163506052606,0.21930802803133562,0.17794186644026902,0.17348639140899835,0.1509371387420168,0.14280975434821588,0.14003393376761525,0.1300602576873459
62,0.2464454281610038,0.2231320504313205,0.18107505573445629,0.1693390810386157,0.1513321332133213,0.14754846466401636,0.14049586776859502,0.13593512499595745
63,0.23583761464139216,0.22504258722253287,0.183450644504749,0.1768517004578156,0.15025047533881455,0.15200702678963549,0.1360491808433697,0.13943744813194428
64,0.2842335811456952,0.22914412902102685,0.18128695241561812,0.17645594346668708,0.15078962441698715,0.15773210877250046,0.14423355379016162,0.1484118291347207
65,0.2758580142573675,0.23128396613553182,0.18423300055953118,0.18106567103701776,0.15926274789338357,0.16047609275600247,0.14969133340777488,0.13820832873080746
66,0.28339393939393936,0.2297058313587239,0.18826973360112165,0.1812072581380505,0.15811625797622647,0.15835185937736554,0.14866987850858818,0.1461679905854663
67,0.2868665048884151,0.23427190249266863,0.19125417325191013,0.18888365520489872,0.15882298122175106,0.15883655003689176,0.1489729020979021,0.14264092513286927
68,0.29132811345841336,0.23518187239117472,0.19177282894097053,0.19205298013245034,0.16182504513376003,0.15660736975857686,0.15293935163642003,0.1452456360020623
69,0.26339242585257466,0.2324795617092487,0.19050904898329957,0.1830181079765721,0.16042218299499855,0.16803543913713406,0.15095684673149462,0.13989122208396937
70,0.28622688379795747,0.23313848920863312,0.19655041698256254,0.1871672231748037,0.16181633767652337,0.16759595959595958,0.15357275083302482,0.1517857142857143
71,0.2890353920888272,0.23370038976784263,0.19611206403659234,0.1893858196109,0.16645969825432852,0.15916256090404118,0.15169292004318474,0.14437009847917454
72,0.28811847062598794,0.2317125624874547,0.19563410402291892,0.1884410587275059,0.16290790817697973,0.15744932355634647,0.15129879045847738,0.14644283220268334
73,0.29860609072835714,0.25358043876562397,0.21138022853213284,0.19800459900978976,0.17086255372782214,0.17648394052888436,0.1625089138613618,0.1533913204941481
74,0.24986582552610515,0.2505665294406466,0.20105463334065715,0.19311996041102666,0.16212732160312807,0.1662042401277675,0.15870367380136474,0.1479398139114825
75,0.2754851437313794,0.25953706249940733,0.20671112554472199,0.1952280751809979,0.1724550747284321,0.16912600721736123,0.15976510968163724,0.15440160212111811
