N,S
2,0.0
3,0.0
4,0.0013108181047112343
5,0.001848629839060461
6,0.0024609148812970464
7,0.0015084963840454324
8,0.007479102507699075
9,0.010027280100272802
10,0.01786652653704677
11,0.008505253244651107
12,0.01466563541170871
13,0.01715626108065352
14,0.016691422673145186
15,0.021661357510414113
16,0.02141507453285744
17,0.027254662873142755
18,0.02791883657108283
19,0.030692845858722638
20,0.032909470487758594
21,0.03801554525617212
22,0.04165645675079638
23,0.04781232106167268
24,0.05099624238214027
25,0.04762770130086472
26,0.04348465247559685
27,0.04630750605326877
28,0.04847780740897209
29,0.051673104235522106
30,0.054033920190707956
31,0.05292509836125853
32,0.05058575445173383
33,0.05383043922369765
34,0.054926710536235476
35,0.058099794941900214
36,0.05988826150380566
37,0.05761384037865187
38,0.06455452278394923
39,0.05711833611803482
40,0.060527328714395694
41,0.0598544830157918
42,0.062101598509365495
43,0.06235342805904263
44,0.062046705014380386
45,0.06289792960981701
46,0.06513888991034854
47,0.06602909384046021
48,0.07194628390152998
49,0.06962449403785144
50,0.07092944369063772
51,0.07007711213118165
52,0.07352554271450297
53,0.07526564344746163
54,0.06966473661246005
55,0.06968344155844156
56,0.07115211521152115
57,0.07145917741944231
58,0.0760059612518629
59,0.07500921393458365
60,0.08239890663184692
61,0.08032831960243184
62,0.07815162356733353
63,0.07957669313135585
64,0.0803695723087243
65,0.0803101472075514
66,0.08095519226261276
67,0.0821501629567991
68,0.08264803659359611
69,0.08469301413682799
70,0.08513759267771139
71,0.0861312713825222
72,0.09116464126627168
73,0.08996530537384606
74,0.09100474983351668
75,0.09275940789856338
76,0.09869128944273452
77,0.10646814759895061
78,0.10808191543835895
79,0.10628644395314797
80,0.10243773338884639
81,0.10552894542593007
82,0.10996303303177483
83,0.10791086863237909
84,0.11535015383867744
85,0.11444828984803583
86,0.12388334625706601
87,0.11969418713766761
88,0.12194169410759842
89,0.11487748086153306
90,0.11642245154309498
91,0.11957138521226197
92,0.12278222640916941
93,0.12135078643598898
94,0.12320287989200407
95,0.12044472194030678
96,0.12317395249941933
97,0.12418157040306124
98,0.12898638045062216
99,0.1306039772442141
100,0.13256875491586725
