N,S
2,0.0
3,0.012276337960362678
4,0.0
5,0.0
6,0.0008344786962497546
7,0.003565884968746067
8,0.004219259679478089
9,0.012587930396149576
10,0.008879371131597504
11,0.01548739750986942
12,0.01637808761741644
13,0.017227742350091453
14,0.018374491881858124
15,0.015924703363368722
16,0.020654374933390174
17,0.027207446248446943
18,0.03149302406360356
19,0.034905624835173114
20,0.03433005030822646
21,0.03683797433797433
22,0.0391432547044792
23,0.03624399895700723
24,0.04771135929633702
25,0.03818012317080061
26,0.045109321058688145
27,0.044395293992245476
28,0.04747843846504017
29,0.04404040404040404
30,0.046937751004016065
31,0.048007176159204426
32,0.04853612027096788
33,0.04979579838108536
34,0.051841196777905635
35,0.05318073131775179
36,0.05212962633768266
37,0.05197374336840212
38,0.059375311845125234
39,0.055153117275473784
40,0.05841683697013646
41,0.059888590614847595
42,0.058380922981941655
43,0.05887198889380464
44,0.05914672156100955
45,0.06254261363636364
46,0.06344522573804341
47,0.06440359221051771
48,0.06450032978299626
49,0.06725054337720958
50,0.06753554502369669
51,0.06713447842480101
52,0.06723743886698166
53,0.06655114248046931
54,0.06983651943888675
55,0.07096619782592967
56,0.07204045880455805
57,0.07353748970063169
58,0.07690383191646882
59,0.07406197244458966
60,0.07453210296812192
61,0.07489479747043752
62,0.07703127434001338
63,0.07594114626986181
64,0.07983191457101392
65,0.08104991773226061
66,0.0837685521229825
67,0.08459670647412379
68,0.08604965745952786
69,0.08564719372027912
70,0.087304259976427
71,0.08594210588374013
72,0.08475245863239556
73,0.09193503512554775
74,0.0905440078612275
75,0.09084602644060821
76,0.09230660743248008
77,0.0947603121516165
78,0.09657439048279422
79,0.0980557015239096
80,0.09766456245467622
81,0.1020284207424513
82,0.10241401203162502
83,0.10693601844100141
84,0.10835819300855022
85,0.10936125018965256
86,0.11429466145656052
87,0.11195802192651233
88,0.1088445183110848
89,0.11210201203646691
90,0.11426282371263702
91,0.11830060417433978
92,0.11915839448613369
93,0.1213177910012898
94,0.11925957653705012
95,0.12531792559718297
96,0.12137795646152398
97,0.12304133990269082
98,0.11990504298196605
99,0.12355940622072442
100,0.1273612314487596
