N,Строки и столбцы,Только строки
2,129.27272727272728,119.81818181818181
3,121.72727272727273,130.8181818181818
4,98.54545454545455,103.63636363636364
5,68.0909090909091,67.9090909090909
6,66.54545454545455,66.27272727272727
7,110.0909090909091,105.63636363636364
8,111.81818181818181,114.36363636363636
9,109.63636363636364,104.45454545454545
10,118.36363636363636,125.0909090909091
11,137.1818181818182,141.0909090909091
12,135.45454545454547,117.0
13,92.72727272727273,93.18181818181819
14,69.81818181818181,75.81818181818181
15,74.18181818181819,73.81818181818181
16,82.63636363636364,76.81818181818181
17,76.27272727272727,72.72727272727273
18,68.27272727272727,66.45454545454545
19,68.36363636363636,70.45454545454545
20,69.0909090909091,68.9090909090909
21,76.72727272727273,69.36363636363636
22,69.0909090909091,68.54545454545455
23,71.0909090909091,70.54545454545455
24,67.72727272727273,69.27272727272727
25,70.72727272727273,68.18181818181819
26,71.81818181818181,70.18181818181819
27,72.45454545454545,69.63636363636364
28,72.27272727272727,71.0909090909091
29,73.0909090909091,71.45454545454545
30,73.36363636363636,72.36363636363636
31,74.27272727272727,71.54545454545455
32,74.36363636363636,72.9090909090909
33,75.36363636363636,73.36363636363636
34,75.27272727272727,75.9090909090909
35,77.36363636363636,75.81818181818181
36,78.0909090909091,77.0909090909091
37,76.27272727272727,77.9090909090909
38,81.63636363636364,78.72727272727273
39,82.0,80.0909090909091
40,82.18181818181819,80.9090909090909
41,84.18181818181819,80.18181818181819
42,83.54545454545455,84.0909090909091
43,84.0909090909091,84.18181818181819
44,86.54545454545455,84.18181818181819
45,87.0909090909091,85.0909090909091
46,89.54545454545455,85.72727272727273
47,95.45454545454545,89.0
48,95.36363636363636,90.45454545454545
49,99.0,90.45454545454545
50,99.0909090909091,92.9090909090909
51,95.45454545454545,94.0
52,97.36363636363636,96.0909090909091
53,97.54545454545455,96.36363636363636
54,101.18181818181819,98.27272727272727
55,102.81818181818181,99.81818181818181
56,116.18181818181819,100.9090909090909
57,105.45454545454545,102.36363636363636
58,109.0,107.72727272727273
59,112.18181818181819,109.18181818181819
60,116.72727272727273,112.0909090909091
61,113.18181818181819,112.81818181818181
62,119.9090909090909,114.81818181818181
63,116.54545454545455,116.81818181818181
64,130.1818181818182,118.72727272727273
65,126.54545454545455,117.9090909090909
66,135.0,121.9090909090909
67,140.45454545454547,129.8181818181818
68,139.63636363636363,131.72727272727272
69,136.45454545454547,128.72727272727272
70,141.63636363636363,133.45454545454547
71,137.8181818181818,138.9090909090909
72,143.1818181818182,143.72727272727272
73,140.9090909090909,147.63636363636363
74,151.45454545454547,151.63636363636363
75,149.9090909090909,151.0
76,151.1818181818182,147.63636363636363
77,157.1818181818182,153.9090909090909
78,160.9090909090909,152.0909090909091
79,157.45454545454547,155.27272727272728
80,164.54545454545453,160.45454545454547
81,163.54545454545453,164.45454545454547
82,177.9090909090909,165.9090909090909
83,173.8181818181818,165.36363636363637
84,180.0,168.8181818181818
85,179.0,179.0909090909091
86,175.9090909090909,185.45454545454547
87,178.9090909090909,183.0
88,194.0909090909091,183.1818181818182
89,184.72727272727272,191.63636363636363
90,182.0909090909091,191.72727272727272
91,193.0,189.63636363636363
92,190.0909090909091,197.0
93,194.54545454545453,192.36363636363637
94,194.1818181818182,194.36363636363637
95,200.0909090909091,199.0
96,205.1818181818182,202.0909090909091
97,208.72727272727272,206.63636363636363
98,210.72727272727272,221.0
99,215.54545454545453,212.63636363636363
100,214.45454545454547,221.27272727272728
