N,E
2,0.0
3,0.28125
4,0.0
5,0.0
6,0.008064516129032258
7,0.043859649122807015
8,0.0546875
9,0.16176470588235295
10,0.19999999999999998
11,0.19186046511627908
12,0.3103448275862069
13,0.20918367346938777
14,0.323943661971831
15,0.38181818181818183
16,0.33928571428571425
17,0.5428571428571429
18,0.46153846153846145
19,0.5989010989010988
20,0.41911764705882354
21,0.4703703703703703
22,0.6318181818181818
23,0.6376146788990826
24,0.8362068965517242
25,0.7162162162162162
26,0.6533333333333332
27,0.8521739130434781
28,0.7773972602739726
29,0.6855345911949685
30,0.7333333333333333
31,0.6014150943396227
32,0.4737762237762238
33,0.4020172910662824
34,0.4392265193370166
35,0.4116915422885572
36,0.3929384965831435
37,0.3556485355648536
38,0.43650793650793646
39,0.5067024128686328
40,0.49058823529411766
41,0.4292730844793713
42,0.36003236245954695
43,0.3323572474377745
44,0.3609022556390977
45,0.3948170731707317
46,0.45883361921097765
47,0.5889830508474577
48,0.6602272727272728
49,0.6780219780219781
50,0.628256513026052
51,0.6093155893536122
52,0.5493421052631579
53,0.5159332321699546
54,0.5799050632911393
55,0.5990415335463259
56,0.679553264604811
57,0.6428571428571429
58,0.6457725947521865
59,0.583554376657825
60,0.5653235653235653
61,0.5391254315304949
62,0.6212311557788945
63,0.6237745098039216
64,0.5969162995594713
65,0.5272206303724928
66,0.5545540796963947
67,0.6566593886462883
68,0.5929368029739778
69,0.5912442396313364
70,0.5991071428571428
71,0.5878320479862896
72,0.5806188925081432
73,0.6205107741420591
74,0.5881688018085908
75,0.5906089508437271
76,0.5977417078334509
77,0.6557377049180327
78,0.6033685601056804
79,0.6416781292984869
80,0.6556987788331071
81,0.6130221130221131
82,0.6451219512195122
83,0.6826384567517113
84,0.6343033016228316
85,0.6565315315315314
86,0.6990373725934316
87,0.6575663026521061
88,0.6611807732497388
89,0.6440349175557711
90,0.6369441816461684
91,0.6773504273504274
92,0.627673505019642
93,0.6684043517679057
94,0.6257744733581164
95,0.6826295167609926
96,0.61912164788185
97,0.6597194388777555
98,0.6265682656826569
99,0.6588145896656534
100,0.6534992784992785
