N,Строки и столбцы,Только строки
2,108.11764705882354,35.88235294117647
3,60.23529411764706,42.11764705882353
4,62.705882352941174,40.64705882352941
5,91.23529411764706,27.647058823529413
6,108.52941176470588,29.11764705882353
7,120.88235294117646,29.647058823529413
8,142.05882352941177,36.294117647058826
9,145.05882352941177,36.1764705882353
10,190.94117647058823,41.588235294117645
11,185.64705882352942,45.8235294117647
12,202.2941176470588,43.0
13,208.2941176470588,47.0
14,209.64705882352942,50.35294117647059
15,227.35294117647058,65.76470588235294
16,242.58823529411765,62.8235294117647
17,255.11764705882354,66.05882352941177
18,261.7647058823529,73.76470588235294
19,271.3529411764706,90.52941176470588
20,289.1764705882353,91.29411764705883
21,302.70588235294116,97.6470588235294
22,323.7647058823529,98.41176470588235
23,327.1764705882353,105.0
24,344.5882352941176,122.88235294117646
25,355.1764705882353,118.47058823529412
26,381.47058823529414,132.1764705882353
27,396.29411764705884,139.47058823529412
28,405.5882352941176,135.64705882352945
29,422.7647058823529,153.0
30,444.52941176470586,162.52941176470588
31,465.70588235294116,160.8235294117647
32,486.47058823529414,169.41176470588235
33,492.88235294117646,181.76470588235293
34,514.5882352941177,215.0
35,522.3529411764706,211.1764705882353
36,545.4705882352941,215.0
37,569.0588235294117,226.88235294117646
38,589.5882352941177,242.35294117647058
39,598.5294117647059,239.88235294117646
40,626.8823529411765,283.05882352941177
41,640.8823529411766,251.0
42,661.8823529411765,293.5882352941176
43,670.0588235294117,303.0
44,716.3529411764706,337.1764705882353
45,713.5882352941177,327.47058823529414
46,743.8823529411765,368.4117647058824
47,755.2352941176471,389.6470588235294
48,783.1764705882352,394.5882352941176
49,789.5294117647059,412.4117647058824
50,820.2352941176471,419.52941176470586
51,834.3529411764706,429.05882352941177
52,874.1764705882352,452.3529411764706
53,910.4705882352941,455.52941176470586
54,945.2941176470588,485.47058823529414
55,956.0588235294117,502.52941176470586
56,972.6470588235294,530.4117647058823
57,982.0588235294117,547.7647058823529
58,1025.4705882352941,594.2352941176471
59,1034.3529411764705,579.0588235294117
60,1074.1176470588236,594.6470588235294
61,1106.9411764705885,619.3529411764706
62,1121.4705882352941,632.7058823529412
63,1142.6470588235295,655.1764705882352
64,1202.1176470588234,687.0
65,1185.3529411764705,670.0
66,1228.764705882353,722.0588235294117
67,1269.7058823529412,703.6470588235294
68,1297.6470588235295,769.4705882352941
69,1303.3529411764705,774.6470588235294
70,1358.9411764705883,795.2352941176471
71,1378.1764705882354,839.6470588235294
72,1412.7058823529412,832.7058823529412
73,1423.2941176470588,850.4117647058823
74,1485.2941176470588,867.8235294117648
75,1510.1764705882354,970.1764705882352
76,1568.5882352941176,939.5882352941177
77,1591.8235294117646,942.1764705882352
78,1644.3529411764705,977.7058823529412
79,1631.9411764705883,995.2352941176471
80,1659.2941176470588,1050.764705882353
81,1700.1764705882354,1019.0
82,1757.0588235294117,1100.3529411764705
83,1824.4705882352941,1021.5294117647059
84,1803.8823529411766,1135.0
85,1851.1764705882354,1143.1764705882354
86,1880.6470588235295,1191.1176470588234
87,1902.2941176470588,1206.8823529411766
88,1969.5882352941176,1224.4705882352941
89,2018.4117647058824,1261.2941176470588
90,2040.4705882352941,1296.0
91,2060.9411764705883,1340.6470588235295
92,2127.4117647058824,1405.8235294117646
93,2152.0588235294117,1452.5882352941176
94,2219.4117647058824,1495.1176470588234
95,2267.3529411764707,1401.235294117647
96,2311.176470588235,1542.2941176470588
97,2314.764705882353,1564.9411764705883
98,2365.705882352941,1628.3529411764705
99,2402.176470588235,1566.1764705882354
100,2487.0588235294117,1640.6470588235295
