POOL TYPE,MATRIX SORT,MATRIX TYPE,#,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
static,RO,vector,4,26,71,31,44,28,33,35,29,40,48,103,37,77,50,54,50,108,53,310,119,252,235,86,206,298,407,435,82,343,122,103,424,143,668,555,834,824,1156,1151,266,172,786,177,189,896,783,977,663,1404,252,985,1125,755,1039,332,1271,973,494,1850,1937,860,533,1607,1909,2308,1369,2014,1207,2750,549,2277,2641,2948,955,2974,2672,861,3666,2735,1011,3716,822,3928,2002,2310,2921,3851,3416,2327,3544,2848,3846,4143,2896,1424,4230,1097,5102,1930
static,RO,vector,5,29,34,33,31,30,30,29,31,33,31,54,44,45,67,40,41,50,51,102,222,199,123,92,63,101,308,79,337,382,80,333,106,110,422,394,592,157,446,620,154,936,307,1002,244,577,924,654,1170,1345,1230,356,1435,1140,360,1830,1489,497,447,1707,2064,1854,1798,1497,2141,1890,1884,2214,1912,2264,2538,2507,579,2280,2800,3615,3588,3686,3052,1382,2450,3354,3180,3895,831,3139,3543,3745,1015,4360,4136,3447,1773,2032,3689,5205,4319,3633,3703,2556
static,RO,vector,6,70,31,28,33,29,29,30,29,32,26,51,49,54,48,33,84,105,98,147,54,55,284,226,58,224,289,433,277,504,429,324,100,417,459,644,852,510,591,145,645,259,722,902,179,1071,295,1272,219,452,1144,1339,1190,1211,811,566,1536,1447,1034,1932,1729,565,1466,2397,2115,1673,2000,1533,1832,2009,1360,2628,1291,2196,2643,2704,637,2695,1817,1120,1253,3638,3087,3152,755,2417,2907,3899,5148,2933,1866,1272,4098,2640,1005,1467,1220,5057,3921,4387
static,RO,vector,7,36,48,33,29,30,50,29,32,76,53,28,32,52,42,152,38,39,48,48,109,130,59,129,71,77,72,402,437,368,102,146,109,459,431,484,549,661,167,963,147,892,826,986,185,212,932,1388,268,1169,1652,711,876,975,1423,374,1882,688,2011,2199,427,1991,1269,516,1005,472,654,1523,3402,2311,3178,3354,2701,1777,2544,3182,2892,670,1048,2888,3129,3116,2518,2931,2496,3900,1819,1116,2768,4351,4301,3324,3431,1652,4662,5112,1133,1303,5820,5049
static,RO,vector,8,83,28,31,31,41,44,44,44,81,30,134,32,75,35,132,67,60,114,258,68,77,70,88,241,273,111,95,111,96,401,508,543,116,118,132,270,272,658,181,732,563,1180,239,240,959,758,804,300,1091,1180,1447,393,269,1642,538,1708,2002,2041,1727,1574,1701,357,2164,759,497,2005,2206,2007,1001,2913,2933,2702,2266,1469,674,1779,1328,1938,802,3578,2941,2622,801,2966,3090,1082,3733,3035,3700,844,2240,1198,3339,4331,4401,5035,2529,2326,3966
static,RO,vector,9,52,47,31,31,43,40,36,31,27,32,36,32,37,74,86,70,130,55,141,61,72,153,67,356,79,432,267,377,98,320,363,98,108,110,616,200,203,577,389,158,186,194,757,200,843,352,418,372,238,247,833,1055,1591,1573,1803,804,1536,1762,2215,1719,2053,1436,1695,2100,2606,2263,905,2790,2936,3014,1974,2512,2667,1084,695,2736,2781,741,1560,2979,3677,737,2377,3751,4077,3085,2472,3629,1777,1043,4569,3798,4947,3999,3128,3759,3318,1590,4396
static,RO,vector,10,64,41,28,29,30,29,33,31,28,28,113,52,66,50,51,156,53,88,107,210,170,189,67,208,300,282,83,465,96,93,253,135,174,505,132,383,134,546,143,555,181,243,199,1008,674,824,811,830,642,987,258,1425,893,1319,681,884,1575,535,1895,1851,1092,1474,1325,2087,1938,2324,2792,2415,1926,1576,1882,622,2600,3097,1906,2959,1648,3537,2654,4619,1945,2040,2102,1461,2244,3184,3342,2403,3619,2048,3547,4943,4397,2249,3974,3845,3382,3368,3918
static,RO,vector,11,67,28,31,29,29,29,27,28,28,27,41,29,43,85,78,43,134,50,192,105,66,66,88,133,279,74,289,348,219,77,90,477,440,284,110,419,530,592,184,157,352,272,183,793,191,224,998,1180,448,751,1863,418,925,1185,1605,1346,1323,1726,1330,1902,1683,1712,720,452,1321,1613,2125,2895,1081,2563,1994,2518,611,739,1795,3184,700,2897,2204,2698,2117,3002,3082,2238,2199,3859,3206,3815,1443,3591,1446,2854,4318,1286,2586,5137,1363,2490,3047
static,RO,vector,12,59,32,30,42,36,34,32,47,35,52,69,70,63,100,106,85,136,151,137,102,222,188,286,273,275,208,592,339,605,393,735,128,510,149,549,597,648,307,857,1210,775,1038,890,811,521,262,280,1345,1320,246,1468,1621,1051,331,2230,1217,708,1961,1639,753,1784,654,1813,2382,626,824,1800,2894,2864,2659,2557,2457,2277,2773,2696,1961,1479,822,3887,2927,3087,1553,918,3141,833,3885,1918,1069,1727,2705,4327,4642,1868,3318,3868,1658,5174,6066,4775
static,RO,vector,13,46,40,34,35,29,31,33,34,33,28,29,34,37,40,139,34,51,119,80,154,108,153,141,322,77,304,439,88,90,449,602,101,109,220,575,490,584,633,1201,151,835,327,769,940,907,206,638,684,1038,544,823,328,1672,773,1403,762,1640,487,513,1410,1837,2073,1654,1576,2470,3471,2104,2018,2350,636,2782,1845,3271,3012,2220,3484,3018,2894,2918,2240,830,2600,2903,1539,2294,2898,3726,4489,2082,3026,4929,3605,2509,3851,5187,4021,3219,3992,3332
static,RO,vector,14,54,44,33,29,28,30,31,46,38,27,35,48,32,35,32,43,103,101,139,248,273,189,312,202,323,71,77,87,369,573,133,100,418,562,129,423,609,753,572,953,145,151,753,875,903,231,392,246,1043,392,679,1489,1654,1356,322,1109,1613,1679,1617,897,1785,2080,1717,1721,1929,1747,803,1819,2176,1326,1734,1075,666,3662,1364,1092,2821,3768,3922,781,4925,3995,4276,4108,3942,1463,4092,4019,1732,1958,1541,3940,1284,4138,4484,3010,5146,3299,4704
static,RO,vector,15,46,39,32,34,33,30,35,45,44,31,33,31,53,51,63,76,81,93,175,96,112,150,252,62,76,80,327,313,103,372,523,101,105,561,143,682,149,138,672,260,174,552,815,202,230,954,867,668,1755,1025,476,569,1188,1323,1257,564,1766,639,424,401,1614,1665,623,1649,2271,2125,2317,2479,2476,2576,2358,1588,2357,3063,2676,2365,2983,2866,1506,3201,2082,4290,4285,1876,945,4090,4302,3639,4579,3795,4743,4156,2434,2764,4698,3464,2378,4826,4130
static,RO,vector,16,55,49,27,30,30,31,30,32,33,34,33,62,85,42,37,38,56,119,232,144,129,187,72,77,337,247,99,332,349,356,188,598,161,148,441,133,144,655,484,438,1023,1359,745,441,243,350,1025,1348,1548,660,499,870,1633,1328,1500,695,1847,1508,1229,1327,2113,1309,2061,2481,2018,501,2725,547,2074,2569,2470,2780,621,757,3133,3001,2972,1326,2835,2722,3529,3441,771,1189,3542,3123,1668,3477,3399,1107,2069,4632,1336,4403,4470,1078,4655,1646,4251
static,RC,table,1,50,38,53,68,80,122,104,96,119,123,131,179,149,178,164,183,178,200,213,209,229,240,250,258,285,311,288,302,315,317,356,377,362,356,383,450,419,472,544,461,483,490,546,535,565,556,545,600,686,660,676,701,690,722,655,669,728,733,833,818,795,862,867,889,855,901,928,984,941,1005,980,1031,1107,1148,1118,1155,1223,1156,1308,1342,1283,1439,1369,1428,1529,1723,1619,1616,1685,1665,1756,1871,1795,1717,2128,2454,2273,2497,2168
static,RC,table,2,88,54,64,84,95,95,102,132,116,121,213,151,173,171,168,184,183,195,214,219,223,250,232,276,280,306,319,298,309,355,351,382,390,389,362,445,447,428,480,440,438,504,497,529,544,528,617,572,599,576,620,619,669,677,674,683,680,770,832,828,829,898,887,806,917,925,905,986,1041,1065,1064,1104,1123,1147,1181,1232,1240,1237,1298,1354,1332,1600,1457,1344,1437,1497,1693,1742,1630,1687,1564,1896,1934,1766,2006,2162,2152,2131,2330
static,RC,table,3,82,54,64,74,87,97,135,131,156,164,172,150,166,168,170,176,190,193,196,214,255,264,308,311,263,264,289,329,303,372,341,378,365,393,391,423,418,467,497,448,514,563,540,530,536,571,583,576,638,700,639,718,725,743,767,736,827,798,825,810,861,845,868,966,992,901,914,1017,1038,1001,1109,1222,1191,1220,1306,1359,1414,1361,1332,1223,1348,1501,1633,1419,1540,1614,1570,1452,1847,1783,1710,2009,2034,1869,2081,2413,2454,2111,2114
static,RC,table,4,98,56,74,76,92,100,119,118,115,159,241,183,145,169,181,196,206,198,208,254,258,232,246,282,287,300,290,302,332,362,377,353,365,413,400,439,457,434,405,429,478,464,527,547,579,549,623,658,624,619,624,661,685,719,754,730,805,793,805,810,873,856,946,967,925,915,907,977,1017,989,1055,1086,1052,1111,1113,1122,1234,1327,1336,1310,1480,1348,1506,1388,1567,1604,1564,1622,1943,1628,1828,1957,1780,2062,2014,2313,2071,2104,2179
static,RC,table,5,87,56,78,75,79,98,107,111,132,120,186,168,175,179,164,178,195,189,200,285,297,317,311,295,307,389,340,302,373,354,369,378,371,394,407,437,438,466,445,510,470,519,535,575,512,608,559,590,635,577,658,689,636,682,760,695,765,789,786,815,841,846,881,844,887,894,950,952,1011,965,1078,1098,1393,1327,1545,1340,1422,1617,1610,1493,1433,1477,1531,1391,1469,1610,1613,1675,1912,1815,2091,1786,2302,1970,2163,2496,1980,2380,2260
static,RC,table,6,91,57,73,82,89,94,122,148,131,194,140,168,148,172,166,182,208,226,190,236,251,228,241,253,273,265,300,313,365,317,355,361,376,380,396,424,454,452,477,466,518,481,515,610,518,568,574,572,662,647,628,625,716,742,725,747,846,758,830,875,947,907,956,887,862,880,952,924,1027,1025,1105,1213,1127,1039,1102,1122,1173,1378,1333,1288,1375,1444,1364,1365,1590,1611,1773,1817,2080,1870,1698,1842,1894,1739,2237,2079,2593,2148,2812
static,RC,table,7,99,63,74,84,95,91,95,104,146,136,167,162,171,182,164,206,217,230,246,215,224,252,272,247,265,307,302,329,331,363,347,374,353,354,423,400,420,448,457,472,478,466,468,558,589,635,560,580,645,632,605,693,696,648,709,739,737,737,791,806,863,798,872,882,859,943,921,1079,1125,1317,1284,1457,1469,1301,1401,1525,1448,1498,1390,1614,1492,1706,1766,1838,1811,1696,2254,1997,2129,2003,2213,1882,2103,2682,2349,2295,2974,2516,2274
static,RC,table,8,103,54,77,89,104,135,137,172,190,173,166,170,181,168,225,201,203,220,236,238,259,296,278,292,306,352,358,332,391,368,357,388,383,427,433,455,440,460,492,535,545,584,557,612,625,640,677,722,777,676,677,670,727,731,777,753,796,883,853,1012,925,974,1000,964,1086,1078,1120,1096,1145,1285,1240,1273,1338,1354,1370,1530,1412,1397,1419,1534,1515,1534,1491,1535,1767,1774,2039,2033,1794,1789,2249,2261,2967,2035,2830,2064,2241,2022,2623
static,RC,table,9,107,54,81,88,114,107,134,127,132,205,152,172,197,194,222,189,226,231,257,229,251,264,275,289,291,338,325,350,430,403,397,381,435,425,402,420,470,490,617,504,550,575,596,584,636,614,625,628,699,674,823,697,714,716,784,751,807,829,846,865,884,893,962,988,1032,1024,1114,1095,1394,1320,1278,1235,1300,1335,1455,1488,1405,1539,1639,1650,1731,1690,1597,1791,1866,1841,2086,1795,1982,2145,2445,1959,2323,2193,2101,2164,2561,2085,2868
static,RC,table,10,106,50,78,85,106,113,149,153,179,207,169,184,204,174,216,227,215,236,224,252,260,279,293,311,326,327,348,367,339,335,392,418,420,418,433,496,469,466,487,528,519,533,575,636,568,599,647,695,627,688,685,699,715,747,777,777,860,775,859,921,1046,973,1010,979,1017,992,1132,1077,1089,1183,1292,1269,1286,1329,1411,1385,1350,1365,1480,1646,1477,1524,1572,1610,1688,1619,1856,1961,1704,1928,2251,2463,2107,2196,2131,2447,2101,2489,2054
static,RC,table,11,96,64,80,85,101,120,111,123,132,217,148,179,160,187,188,210,242,218,256,272,238,253,297,279,304,320,306,353,379,411,461,373,399,422,452,455,485,484,504,502,557,554,598,632,599,603,644,654,614,668,705,675,763,749,762,756,780,884,880,904,871,857,977,957,1010,993,1084,1013,1023,1122,1185,1134,1193,1361,1240,1207,1237,1237,1272,1271,1250,1465,1576,1382,1426,1684,1686,1675,1669,1963,1732,1935,1838,2094,1941,1999,2064,2569,2295
static,RC,table,12,110,53,64,79,94,100,111,138,140,203,135,163,142,171,156,199,196,213,225,235,242,267,234,285,300,301,286,297,343,317,364,352,351,372,377,383,452,459,528,508,476,491,562,524,549,580,571,611,627,616,641,648,641,693,667,740,748,713,771,842,859,831,882,863,918,898,946,987,985,978,1033,1022,1094,1146,1107,1259,1307,1287,1415,1357,1337,1489,1541,1659,1671,1737,1656,1653,1774,1774,1999,2042,2099,2241,2104,1969,2041,1886,2331
static,RC,table,13,76,65,69,82,89,102,128,142,124,145,188,177,169,164,188,205,196,224,229,228,213,249,243,287,271,314,283,291,344,363,376,387,380,369,424,383,410,423,449,461,527,544,507,488,554,535,618,599,600,641,643,690,639,764,758,772,803,841,768,843,872,945,916,904,895,967,994,1001,1033,1202,1285,1282,1204,1354,1505,1653,1374,1542,1522,1587,1661,1657,1706,1808,1898,1634,1769,1822,2319,2042,2016,1878,2029,2212,2721,2139,3269,2208,2662
static,RC,table,14,114,61,83,96,108,117,115,134,147,264,175,176,202,237,179,191,207,218,257,246,254,271,294,291,300,313,348,321,332,359,400,410,390,410,473,436,446,461,505,581,528,541,552,549,597,664,666,694,663,713,827,699,764,803,847,774,857,817,922,910,921,998,1011,949,1043,1004,1063,1072,1076,1139,1151,1122,1220,1282,1286,1293,1590,1382,1432,1552,1620,1660,1737,1641,2065,1630,1786,1961,2050,2310,2011,2003,2528,1932,2704,2669,2179,2945,2977
static,RC,table,15,100,64,68,84,107,100,119,127,142,203,159,221,173,201,183,200,228,211,258,251,264,278,299,280,320,325,346,329,398,390,409,376,400,417,442,432,490,482,491,607,653,591,603,608,616,650,685,709,713,661,644,700,721,784,769,881,866,825,909,878,897,973,1018,996,995,1115,1118,1167,1205,1151,1188,1251,1292,1284,1401,1394,1497,1503,1575,1491,1500,1583,1446,1583,1924,1868,1963,2390,2102,1945,2151,2359,2044,2056,2096,2271,2803,2630,2733
static,RC,table,16,94,56,76,82,96,107,109,132,131,160,182,175,171,229,195,202,200,217,254,244,255,264,309,319,313,294,346,350,402,340,358,381,413,399,476,474,500,452,517,459,513,511,566,694,760,592,615,677,672,697,677,732,805,740,761,788,805,785,906,833,936,882,935,948,965,1028,1176,1133,1207,1142,1162,1170,1294,1290,1423,1434,1493,1473,1520,1430,1723,1954,1797,1727,1788,1827,1866,1833,1910,2018,1936,1931,2139,1893,2264,2344,2165,2394,2177
static,RC,vector,1,101,46,89,89,136,146,136,145,185,148,162,180,205,174,212,231,203,230,262,265,287,297,279,321,317,344,329,372,333,357,414,389,419,454,438,405,463,469,496,560,517,564,549,572,572,668,666,700,687,609,574,580,676,660,666,705,753,793,807,867,1009,1064,947,877,968,1162,1112,960,1010,992,1062,1079,1177,1095,1189,1244,1320,1242,1416,1683,1468,1390,1526,1423,1481,1534,1487,1586,1731,1725,1625,1941,2045,1875,2045,1988,2054,2037,2228
static,RC,vector,2,105,48,82,78,86,95,101,99,137,161,162,154,163,182,188,191,184,223,207,225,236,259,266,281,298,313,338,324,386,331,361,402,385,399,402,422,415,439,481,486,497,559,542,570,606,569,606,642,563,654,632,660,647,713,705,792,762,715,823,752,837,859,845,832,863,884,999,926,966,1033,1060,1011,1006,1072,1114,1107,1152,1202,1181,1309,1451,1418,1509,1479,1518,1482,1574,1854,1514,1650,1821,1888,1970,2120,2201,2044,2139,2057,2323
static,RC,vector,3,106,55,61,81,86,103,110,145,162,202,149,160,181,184,171,180,197,192,219,227,221,247,250,293,295,297,290,322,322,341,352,380,409,471,504,437,484,444,469,459,523,540,543,547,551,511,602,618,639,623,645,666,672,648,683,738,708,703,771,739,819,863,854,918,913,882,928,947,965,995,1091,1071,1115,1157,1151,1247,1302,1255,1310,1334,1478,1566,1660,1565,1697,1564,1751,2015,1849,1588,1733,1826,1819,1836,2014,1984,2342,2413,1955
static,RC,vector,4,107,51,63,71,88,103,125,125,139,146,185,149,176,191,172,200,218,223,208,229,219,232,263,267,269,268,313,331,334,315,365,338,387,358,410,407,469,443,445,479,512,476,573,539,544,572,574,586,655,652,641,630,663,682,683,713,789,749,727,752,823,839,844,881,1023,961,954,1055,1067,1021,1032,1050,1183,1270,1222,1175,1327,1316,1299,1326,1387,1389,1668,1795,1586,1651,1596,1692,1604,1786,1757,1910,1911,2214,2030,1770,2220,1780,1953
static,RC,vector,5,61,86,69,79,92,114,135,149,116,162,159,163,173,183,163,210,192,229,196,207,217,224,234,252,314,286,285,315,331,312,341,402,355,394,385,481,390,450,495,461,509,522,509,524,560,568,554,612,605,628,612,660,712,686,711,725,802,791,828,830,836,861,869,904,948,954,989,1014,1099,1080,1127,1084,1156,1149,1116,1229,1128,1220,1321,1268,1366,1529,1493,1487,1598,1505,1575,1558,1674,1772,2130,1921,1671,1841,2130,2220,2198,2770,2357
static,RC,vector,6,110,49,77,95,108,96,102,111,115,153,182,162,152,179,168,204,195,209,202,235,242,233,250,271,269,268,312,322,326,314,321,372,353,375,400,432,430,467,501,511,587,624,568,550,548,574,569,601,602,638,642,678,659,679,705,694,709,752,818,819,821,778,866,851,922,928,909,955,944,1016,1062,1067,1086,1153,1161,1283,1208,1265,1389,1408,1350,1423,1514,1600,1490,1632,1669,1596,1730,2006,1753,2403,1677,1819,1923,2327,2307,2410,2276
