N,S
2,0.0
3,0.0
4,0.001447178002894356
5,0.002706359945872801
6,0.004103967168262654
7,0.002290950744558992
8,0.011156186612576065
9,0.018497109826589597
10,0.037037037037037035
11,0.01816239316239316
12,0.027724665391969404
13,0.034227567067530065
14,0.03939393939393939
15,0.05714285714285714
16,0.06490384615384615
17,0.08637469586374695
18,0.10689170182841068
19,0.11311053984575835
20,0.13246753246753248
21,0.15308641975308643
22,0.1794871794871795
23,0.21716514954486346
24,0.23370233702337026
25,0.2303860523038605
26,0.22894736842105262
27,0.2512690355329949
28,0.27033792240300375
29,0.29024081115335865
30,0.3531034482758621
31,0.3713450292397661
32,0.32605905006418484
33,0.33900364520048604
34,0.3694581280788178
35,0.4476584022038568
36,0.4628422425032594
37,0.44740177439797213
38,0.471830985915493
39,0.40262582056892776
40,0.4845238095238095
41,0.4891566265060241
42,0.5321428571428571
43,0.5
44,0.4712411705348133
45,0.5106382978723404
46,0.5860517435320586
47,0.6098964326812428
48,0.5629139072847682
49,0.49341021416803954
50,0.5857142857142857
51,0.6536082474226803
52,0.5901926444833625
53,0.5475285171102662
54,0.630671506352087
55,0.6904296874999999
56,0.6184538653366584
57,0.5512091038406828
58,0.6809369951534734
59,0.7203389830508474
60,0.6978785662033651
61,0.66143977191732
62,0.6857349746560464
63,0.7161764705882353
64,0.6792079207920793
65,0.6833550065019506
66,0.7709065354884048
67,0.7156611039794609
68,0.7199259716224552
69,0.7972258916776751
70,0.7621654501216544
71,0.7666068222621185
72,0.7930232558139534
73,0.7707289927657206
74,0.8304794520547946
75,0.8122294372294373
76,0.8707774798927614
77,0.894602851323829
78,0.9095378564405113
79,0.9528985507246378
80,0.8459447213411871
81,0.9004716981132075
82,0.8896276595744681
83,0.9192188193519752
84,0.9323873121869783
85,1.00220361392684
86,1.0011881188118812
87,1.0136759220886862
88,0.9375688578773412
89,0.945084485407066
90,0.9759541984732825
91,1.0052810260279141
92,1.0010702818408848
93,0.9533060668029992
94,1.019338959212377
95,0.9952590585844904
96,1.0532544378698223
97,1.0235833606288895
98,1.0242749054224465
99,1.043370508054523
100,1.0773993808049536
