N,S
2,0.0
3,0.0
4,0.07142857142857144
5,0.03225806451612903
6,0.023809523809523808
7,0.05
8,0.13924050632911392
9,0.19047619047619047
10,0.425
11,0.2833333333333333
12,0.3222222222222222
13,0.5441176470588236
14,0.5064935064935064
15,0.8253968253968254
16,0.5684210526315789
17,0.7634408602150536
18,0.8260869565217391
19,0.9887640449438201
20,1.4166666666666667
21,1.2525252525252526
22,0.9655172413793103
23,1.2945736434108528
24,1.2337662337662338
25,1.2499999999999998
26,0.9405405405405406
27,1.3943661971830987
28,1.8620689655172415
29,1.748091603053435
30,1.8686131386861313
31,1.3879781420765027
32,1.1705069124423964
33,1.1625
34,0.8474576271186441
35,0.8760107816711591
36,0.5538221528861155
37,1.1387096774193548
38,0.9852941176470588
39,0.8052516411378555
40,0.8172690763052208
41,0.8826086956521738
42,0.7589134125636672
43,0.7084639498432602
44,0.7217928902627511
45,0.8679927667269439
46,0.9076655052264809
47,0.9265734265734266
48,1.1735700197238659
49,1.217479674796748
50,1.1759082217973231
51,1.178438661710037
52,1.1600688468158347
53,1.1059907834101383
54,1.2171628721541157
55,1.1366559485530545
56,1.2019386106623586
57,1.1978361669242659
58,1.1391891891891894
59,1.2039660056657222
60,1.2997275204359673
61,1.2389853137516689
62,1.1577017114914427
63,1.208436724565757
64,1.2323353293413175
65,1.1716833890746934
66,1.2270693512304252
67,1.1650992685475443
68,1.0309187279151943
69,1.1856581532416504
70,1.2082931533269046
71,1.1806451612903226
72,1.1902268760907504
73,1.1767204757858962
74,1.2054681027340515
75,1.1563944530046226
76,1.1897435897435897
77,1.268592057761733
78,1.2793914246196403
79,1.33502538071066
80,1.2505023442732752
81,1.1754926108374384
82,1.277530235518778
83,1.2483423749246536
84,1.2369878183831673
85,1.3392226148409894
86,1.3118837571354436
87,1.2680145152928979
88,1.3345530580240461
89,1.1826045170591062
90,1.2868646200301965
91,1.2241616903996326
92,1.3051162790697675
93,1.234878587196468
94,1.1930041152263375
95,1.2364324779133362
96,1.243732018084669
97,1.2460127591706538
98,1.2496153846153846
99,1.2840259245139154
100,1.2742585133650677
