N,E
2,0.0
3,0.0
4,0.003825382538253825
5,0.007359307359307359
6,0.00878099173553719
7,0.005809979494190021
8,0.034
9,0.04945454545454546
10,0.09122474747474747
11,0.04593134138588684
12,0.07420228777844672
13,0.08359914938862308
14,0.0856146694214876
15,0.11680761099365751
16,0.11590909090909092
17,0.13252086078173034
18,0.1083529017108353
19,0.12830188679245283
20,0.17060212514757972
21,0.16131007040097953
22,0.2121212121212121
23,0.26335807050092763
24,0.2878787878787879
25,0.2431199752628324
26,0.2134199134199134
27,0.2361111111111111
28,0.2877742946708464
29,0.25795123244102836
30,0.297024297024297
31,0.2964844822850865
32,0.3028900112233445
33,0.3316783216783217
34,0.320190858864892
35,0.35672778925619836
36,0.3820587490503925
37,0.2933040078201369
38,0.3680525635501939
39,0.3528084818407399
40,0.3911691542288557
41,0.3581361560813615
42,0.3787380382775119
43,0.3535149061464851
44,0.3652465955097534
45,0.413961038961039
46,0.4357044470680835
47,0.41620473022912047
48,0.4809338151388361
49,0.45113414850256955
50,0.47145562770562766
51,0.46658008658008654
52,0.47090251520631277
53,0.4829545454545454
54,0.4882231404958678
55,0.4507575757575757
56,0.4814984010963911
57,0.5075115562403698
58,0.5321969696969697
59,0.5029235695391897
60,0.5714587737843553
61,0.5219002249569935
62,0.530270092226614
63,0.48494611059044046
64,0.5258838383838385
65,0.4982431678750698
66,0.4783757438949313
67,0.5074151408073669
68,0.5425828683951428
69,0.563213658322354
70,0.5668777943368107
71,0.5304735457468577
72,0.598183881952327
73,0.5626852117388396
74,0.5742176618070388
75,0.6149860214017161
76,0.6370096908167974
77,0.6774859372164761
78,0.6692628532516174
79,0.6507735174249356
80,0.694264590077872
81,0.6977939279263782
82,0.6973307717462395
83,0.6406397845549167
84,0.6905090909090909
85,0.698958559340421
86,0.792798110979929
87,0.7548286378158584
88,0.7822255064523108
89,0.7095827679782903
90,0.725886714314341
91,0.7701264703882507
92,0.7930770765445234
93,0.7680590553724882
94,0.8128216123499142
95,0.8070524003359825
96,0.8423172648676971
97,0.7814798470138276
98,0.8568569655600373
99,0.8532935916542475
100,0.8398160240758618
