N,E
2,0.0
3,0.0
4,0.004341164453524005
5,0.007966260543580132
6,0.011476147614761475
7,0.007727272727272727
8,0.03695652173913044
9,0.048675733715103794
10,0.10262784090909091
11,0.05013879250520472
12,0.08238636363636363
13,0.09467188440698375
14,0.09132231404958678
15,0.13217703349282298
16,0.13039772727272728
17,0.1558626033057851
18,0.16223003515821197
19,0.14655172413793105
20,0.15955097534044904
21,0.21776859504132232
22,0.2469904524699045
23,0.25503054257994967
24,0.2659749670619236
25,0.24992053401144307
26,0.2646743020758769
27,0.2865168539325843
28,0.29282296650717704
29,0.2854105571847507
30,0.3319097010372178
31,0.31966242226828545
32,0.33723836301155896
33,0.3477272727272727
34,0.35664335664335667
35,0.3793600659159572
36,0.3964135575407252
37,0.38746126033057854
38,0.4375160051216389
39,0.39060939060939054
40,0.4320054945054945
41,0.409565630192262
42,0.4497514204545454
43,0.42081051478641845
44,0.4275635501938819
45,0.4468784227820372
46,0.4838833041958043
47,0.45203692554685926
48,0.5309153894604242
49,0.4761971567527123
50,0.5120983542319749
51,0.5103219696969696
52,0.5208181818181818
53,0.5422647527910686
54,0.520392882311487
55,0.5086761469443033
56,0.5352971051295073
57,0.5617857752004094
58,0.5921900826446281
59,0.5575706127488809
60,0.6333177132146205
61,0.5792333676017035
62,0.6128749809654332
63,0.620987098709871
64,0.6014647228716821
65,0.5980385593787655
66,0.6003412310069534
67,0.5675829440651574
68,0.6101303973428467
69,0.6379492600422834
70,0.6198638109649633
71,0.6125393789378938
72,0.6844155844155844
73,0.6454929268560149
74,0.6797570627679455
75,0.709830866807611
76,0.7312990040262767
77,0.7986363636363636
78,0.7906777956556718
79,0.7575031464807823
80,0.814154524933306
81,0.8149924660974385
82,0.8483936741595386
83,0.7806430155210643
84,0.8935159043854697
85,0.8681728350700683
86,0.9846041055718475
87,0.9237980982849018
88,0.953030303030303
89,0.8527721157766
90,0.8924406668309107
91,0.9596077268491062
92,0.9435477490307776
93,0.963154269972452
94,0.9756691479252455
95,0.9631236024365795
96,1.0122392758756396
97,0.918164535084687
98,1.0426041981274539
99,1.0511088265530915
100,1.0570325900514579
