N,plain,1,2,3,4,5,6,7,8
128,390.5,490.0,351.0,236.5,111.0,185.0,166.5,177.0,193.0
256,2449.0,2188.5,1578.5,1214.0,1117.0,1419.0,1285.0,1158.5,1081.5
384,7913.5,7269.5,4986.5,3730.5,3319.0,4442.0,4348.5,3752.0,3471.5
512,19010.5,16899.5,11442.0,9406.5,7725.5,9919.0,9368.0,8818.5,8123.0
640,36059.0,32874.5,22636.0,18599.0,15063.0,18187.5,18031.0,15999.0,15832.5
768,62614.5,56857.0,40192.0,33932.5,25949.0,31113.0,31307.0,27589.5,26898.5
896,103878.0,94510.5,61584.0,46832.5,41135.0,46560.0,44456.0,44659.0,43162.5
1024,162556.0,155860.0,97657.5,72787.5,65785.5,66721.0,68188.0,66972.5,67073.0
