N,1,2,3,4,5,6,7,8
2,181818181.8181818,3772727272.7272725,9121212121.21212,20159090909.090908,26927272727.272724,23090909090.90909,18999999999.999996,15852272727.272726
3,181818181.8181818,1636363636.3636363,5333333333.333333,10636363636.363636,16400000000.0,16969696969.696968,16623376623.376621,14761363636.363636
4,7.0,11.999999999999998,146.33333333333331,150.5,154.79999999999998,129.16666666666666,153.0,130.0
5,6.5,13.0,18.833333333333332,42.0,82.6,61.166666666666664,53.857142857142854,51.6875
6,4.333333333333334,10.666666666666668,17.555555555555557,23.666666666666668,60.333333333333336,51.16666666666668,35.095238095238095,35.416666666666664
7,14.0,7.0,61.166666666666664,52.12499999999999,112.6,116.83333333333333,78.71428571428571,72.75
8,1.3636363636363635,2.3181818181818183,4.090909090909091,2.8863636363636362,17.2,19.21212121212121,15.597402597402597,13.795454545454545
9,1.1875,2.46875,1.7291666666666667,4.84375,11.2625,11.1875,10.044642857142858,8.8046875
10,0.7941176470588236,1.926470588235294,1.6764705882352942,0.4117647058823529,5.847058823529411,6.112745098039216,5.063025210084034,4.779411764705882
11,2.1176470588235294,1.9705882352941178,2.1960784313725488,1.0147058823529411,12.258823529411766,13.53921568627451,13.3781512605042,11.183823529411766
12,1.7586206896551726,1.1379310344827587,0.839080459770115,0.31896551724137934,8.593103448275862,6.781609195402299,5.733990147783252,5.5905172413793105
13,1.1081081081081081,0.9054054054054054,1.207207207207207,0.3108108108108108,5.508108108108108,3.8468468468468466,4.463320463320463,3.706081081081081
14,1.0769230769230769,0.9102564102564102,0.4615384615384615,0.32051282051282054,4.543589743589743,3.2307692307692313,2.7326007326007327,2.3685897435897436
15,0.8269230769230769,0.9038461538461537,0.2756410256410256,0.1778846153846154,2.9615384615384612,2.7596153846153846,2.1483516483516483,1.9687499999999998
16,1.1481481481481481,1.0,0.3333333333333333,0.35648148148148145,2.5407407407407407,3.169753086419753,2.619047619047619,2.159722222222222
17,0.6901408450704225,0.5352112676056339,0.19718309859154934,0.3591549295774648,1.774647887323944,2.0164319248826295,1.6841046277665996,1.3838028169014085
18,0.9078947368421052,0.3947368421052631,0.20175438596491227,0.5986842105263158,2.2605263157894737,1.7719298245614035,1.5639097744360904,1.2648026315789473
19,0.8295454545454546,0.3068181818181818,0.1818181818181818,0.42045454545454547,1.825,1.4564393939393938,1.2581168831168832,1.0653409090909092
20,0.7352941176470588,0.35784313725490197,0.28104575163398693,0.5906862745098039,1.4588235294117646,1.2696078431372548,1.0448179271708682,0.9387254901960784
21,0.7580645161290321,0.282258064516129,0.271505376344086,1.9979838709677418,1.3532258064516127,1.25,0.9596774193548387,0.7762096774193548
22,0.6357142857142858,0.275,0.3976190476190476,1.7375,1.0657142857142856,1.1321428571428571,0.8448979591836734,0.6821428571428572
23,0.5089820359281437,0.2754491017964072,0.13572854291417166,0.8488023952095809,0.858682634730539,0.7774451097804391,0.671514114627887,0.5598802395209581
24,0.5684210526315789,0.26052631578947366,0.1614035087719298,0.593421052631579,0.8221052631578948,0.6728070175438597,0.6022556390977443,0.5
25,0.6108108108108109,0.31621621621621626,0.4126126126126126,0.8027027027027028,0.8702702702702704,0.7216216216216216,0.6555984555984556,0.5216216216216217
26,0.689655172413793,0.4367816091954023,0.31800766283524906,1.5086206896551724,0.9045977011494253,0.7816091954022989,0.689655172413793,0.540948275862069
27,0.6414141414141414,0.4873737373737374,0.20370370370370372,1.0353535353535355,0.7989898989898989,0.7685185185185185,0.5779220779220778,0.4873737373737374
28,0.6481481481481481,0.34953703703703703,0.3904320987654321,1.315972222222222,0.7074074074074074,0.7407407407407406,0.5496031746031746,0.44502314814814814
29,0.6550218340611355,0.48253275109170307,0.5938864628820961,0.537117903930131,0.6139737991266376,0.6615720524017469,0.5109170305676856,0.4203056768558952
30,0.6796875,0.43164062499999994,0.35546875,0.8740234374999999,0.61796875,0.5045572916666666,0.4575892857142857,0.3876953125
31,0.6889763779527559,0.4409448818897638,0.4711286089238845,0.6377952755905512,0.6984251968503938,0.5551181102362205,0.4583802024746907,0.39320866141732286
32,0.7519685039370079,0.4271653543307087,0.8556430446194226,0.47834645669291337,0.667716535433071,0.6384514435695539,0.4679415073115861,0.3917322834645669
33,0.6523297491039427,0.5752688172043011,0.5961768219832736,0.2114695340501792,0.5698924731182795,0.5991636798088411,0.4592933947772658,0.37320788530465954
34,0.7066666666666667,0.5683333333333334,0.44333333333333336,0.21083333333333332,0.5793333333333333,0.515,0.39999999999999997,0.3458333333333333
35,0.6707692307692307,0.5138461538461538,0.38974358974358975,0.15538461538461537,0.49046153846153845,0.43897435897435894,0.3758241758241758,0.32999999999999996
36,0.6507042253521127,0.6070422535211267,0.3464788732394366,0.1380281690140845,0.4856338028169014,0.4061032863849765,0.35412474849094566,0.29295774647887324
37,0.660056657223796,0.508498583569405,0.518413597733711,0.29461756373937675,0.5161473087818697,0.49055712936732765,0.35815459328207205,0.29957507082152973
38,0.6592039800995024,0.373134328358209,0.433665008291874,0.2661691542288557,0.4333333333333333,0.42454394693200664,0.30881307746979386,0.2708333333333333
39,0.7282608695652174,0.5258152173913043,0.8423913043478262,0.17255434782608695,0.5119565217391304,0.4356884057971015,0.34937888198757766,0.2941576086956522
40,0.773955773955774,0.5651105651105651,0.5241605241605242,0.2893120393120393,0.4368550368550368,0.3738738738738739,0.3141453141453141,0.27702702702702703
41,0.8817733990147785,0.769704433497537,0.8308702791461413,0.395935960591133,0.43743842364532026,0.3850574712643678,0.31878958479943703,0.2724753694581281
42,0.8344519015659956,0.889261744966443,0.3900074571215511,0.394854586129754,0.4281879194630873,0.42878448918717377,0.2981783317353787,0.24748322147651008
43,0.8517699115044247,0.6338495575221239,0.29719764011799404,0.2577433628318584,0.43495575221238936,0.40412979351032446,0.29740834386852083,0.24944690265486724
44,0.8522483940042827,0.5685224839400429,0.28551034975017847,0.19967880085653103,0.4261241970021413,0.36188436830835125,0.29152646069134297,0.2508029978586724
45,0.8708333333333333,0.5625000000000001,0.3305555555555556,0.2078125,0.3975000000000001,0.3392361111111111,0.2886904761904762,0.24218750000000003
46,0.8560460652591171,0.5681381957773513,0.2591170825335893,0.16506717850287908,0.3689059500959692,0.35508637236084445,0.2678914176035097,0.2293666026871401
47,0.8566037735849057,0.5962264150943396,0.3150943396226415,0.17594339622641508,0.40037735849056605,0.4066037735849057,0.26927223719676546,0.2261792452830189
48,0.8907563025210083,0.5008403361344538,0.2352941176470588,0.2714285714285714,0.3515966386554622,0.32829131652661064,0.24609843937575032,0.21281512605042016
49,0.991652754590985,0.5100166944908181,0.38898163606010017,0.19323873121869783,0.37095158597662775,0.28408458542014464,0.24278559503935132,0.20784641068447413
50,1.1317073170731708,0.41463414634146345,0.2612466124661247,0.2764227642276423,0.3268292682926829,0.31653116531165315,0.23902439024390246,0.20447154471544715
