N,Строки и столбцы,Только строки
2,131.8235294117647,32.1764705882353
3,80.6470588235294,24.0
4,69.99999999999999,32.47058823529412
5,87.82352941176471,33.76470588235294
6,136.41176470588235,24.41176470588235
7,218.23529411764707,23.647058823529413
8,240.35294117647058,26.647058823529413
9,251.7058823529412,28.11764705882353
10,152.11764705882354,35.64705882352941
11,155.41176470588235,30.176470588235293
12,162.94117647058823,37.76470588235294
13,163.2941176470588,38.411764705882355
14,185.94117647058823,41.70588235294118
15,195.52941176470588,45.94117647058823
16,201.7058823529412,53.1764705882353
17,206.05882352941177,55.705882352941174
18,224.05882352941177,66.23529411764706
19,235.1764705882353,68.23529411764706
20,242.1764705882353,73.6470588235294
21,253.58823529411765,85.11764705882354
22,274.3529411764706,102.17647058823529
23,275.94117647058823,104.17647058823529
24,302.3529411764706,110.29411764705883
25,302.52941176470586,110.41176470588235
26,323.8235294117647,118.94117647058823
27,346.1764705882353,124.6470588235294
28,358.29411764705884,134.8235294117647
29,374.8235294117647,133.8235294117647
30,390.5882352941176,155.64705882352942
31,400.0,153.88235294117646
32,415.7647058823529,181.76470588235293
33,445.05882352941177,184.23529411764707
34,442.1764705882353,204.11764705882354
35,456.11764705882354,191.88235294117646
36,486.29411764705884,207.23529411764707
37,498.70588235294116,208.1764705882353
38,525.2352941176471,232.94117647058823
39,530.4117647058825,224.58823529411765
40,564.5294117647059,245.52941176470588
41,564.6470588235294,258.11764705882354
42,594.8235294117648,267.11764705882354
43,592.4117647058823,281.88235294117646
44,635.4117647058823,306.52941176470586
45,642.0588235294117,325.05882352941177
46,666.0588235294117,355.0
47,679.0588235294117,340.05882352941177
48,697.0588235294117,366.0
49,721.4705882352941,354.88235294117646
50,736.1176470588235,395.05882352941177
51,777.7058823529412,397.88235294117646
52,797.3529411764706,441.1764705882353
53,798.8235294117648,452.5882352941176
54,828.4117647058823,469.47058823529414
55,845.7647058823529,489.8235294117647
56,877.2352941176471,495.94117647058823
57,901.8235294117648,482.52941176470586
58,925.1764705882352,518.7058823529412
59,952.8823529411765,537.4705882352941
60,975.4705882352941,558.3529411764706
61,992.8235294117648,564.3529411764706
62,1028.4705882352941,594.1176470588235
63,1037.4705882352941,615.9411764705883
64,1049.4117647058824,653.5294117647059
65,1081.4117647058824,630.1764705882352
66,1136.235294117647,672.1176470588235
67,1149.3529411764703,688.5882352941177
68,1172.4117647058824,716.8235294117648
69,1194.3529411764705,727.0588235294117
70,1234.8235294117646,753.9411764705883
71,1245.8235294117646,749.2941176470588
72,1289.1176470588234,795.7647058823529
73,1288.2941176470588,827.3529411764706
74,1343.235294117647,875.2941176470588
75,1391.5882352941176,848.7058823529412
76,1405.8823529411766,877.9411764705883
77,1431.9411764705883,889.1764705882352
78,1494.764705882353,943.0588235294117
79,1501.8235294117646,923.4117647058823
80,1523.9411764705883,992.5882352941177
81,1533.4117647058824,1014.2352941176471
82,1617.8235294117646,1050.1176470588234
83,1671.8823529411766,1083.8823529411766
84,1692.1764705882354,1073.7058823529412
85,1696.0,1074.3529411764703
86,1730.2941176470588,1130.3529411764705
87,1766.235294117647,1152.8823529411766
88,1775.4117647058824,1189.8235294117646
89,1783.5882352941176,1188.5294117647059
90,1853.0588235294117,1239.8823529411766
91,1865.4705882352941,1275.3529411764705
92,1922.8823529411766,1324.8823529411766
93,1951.1764705882354,1356.1176470588234
94,2019.9411764705883,1410.4705882352941
95,1987.4117647058824,1396.6470588235295
96,2035.764705882353,1424.0
97,2143.823529411764,1467.3529411764705
98,2135.5882352941176,1531.5294117647059
99,2138.176470588235,1551.4705882352941
100,2235.588235294117,1566.4705882352941
