N,Строки и столбцы,Только строки
2,103.11764705882354,35.8235294117647
3,55.23529411764706,37.88235294117647
4,57.470588235294116,33.0
5,91.0,25.352941176470587
6,105.41176470588235,25.41176470588235
7,116.82352941176471,26.11764705882353
8,134.64705882352942,29.58823529411765
9,146.0,38.23529411764706
10,172.2941176470588,34.94117647058823
11,193.76470588235293,34.94117647058823
12,178.1764705882353,44.11764705882353
13,174.2941176470588,40.64705882352941
14,202.47058823529412,45.588235294117645
15,210.0,50.05882352941177
16,220.1764705882353,59.705882352941174
17,227.1764705882353,57.35294117647059
18,241.2941176470588,68.0
19,251.23529411764707,74.4705882352941
20,266.94117647058823,84.3529411764706
21,277.7647058823529,89.76470588235294
22,289.4117647058824,106.29411764705883
23,312.05882352941177,97.76470588235294
24,323.29411764705884,101.82352941176471
25,336.0,112.82352941176471
26,353.94117647058823,124.47058823529412
27,360.5882352941176,122.70588235294117
28,388.3529411764706,135.7058823529412
29,407.29411764705884,144.94117647058823
30,422.2352941176471,157.41176470588235
31,421.0,148.88235294117646
32,444.5882352941176,173.76470588235293
33,456.11764705882354,171.29411764705884
34,487.52941176470586,189.05882352941177
35,494.52941176470586,201.52941176470588
36,525.7647058823529,205.8235294117647
37,537.4705882352943,212.58823529411765
38,563.2352941176471,235.88235294117646
39,568.4705882352941,230.23529411764707
40,594.1176470588235,260.52941176470586
41,606.7058823529412,259.52941176470586
42,631.5882352941177,307.35294117647055
43,650.8823529411765,292.70588235294116
44,670.0,308.88235294117646
45,683.0,318.88235294117646
46,720.1764705882352,330.05882352941177
47,708.0588235294118,346.47058823529414
48,742.4705882352941,383.3529411764706
49,748.8823529411765,371.70588235294116
50,780.7647058823529,391.94117647058823
51,798.7647058823529,402.8235294117647
52,835.0588235294117,431.1764705882353
53,846.9411764705883,440.8235294117647
54,878.0,454.52941176470586
55,892.9411764705883,464.1764705882353
56,914.8235294117648,498.8235294117647
57,947.3529411764706,480.0
58,969.1764705882352,520.7647058823529
59,986.3529411764706,554.1764705882352
60,1019.2941176470588,583.9411764705883
61,1037.3529411764705,596.4705882352941
62,1069.2941176470588,609.3529411764706
63,1078.2941176470588,608.8235294117648
64,1116.6470588235295,624.7647058823529
65,1141.1764705882354,625.4117647058823
66,1167.764705882353,671.1176470588235
67,1208.1176470588234,688.5294117647059
68,1229.1764705882354,740.7058823529412
69,1242.8235294117646,694.1176470588235
70,1297.1176470588234,727.9411764705883
71,1308.4117647058824,783.6470588235294
72,1361.0,823.3529411764706
73,1388.8823529411766,801.0
74,1424.6470588235295,853.8235294117648
75,1437.1176470588234,865.4117647058823
76,1452.6470588235295,901.5294117647059
77,1535.0588235294117,920.0588235294117
78,1587.235294117647,933.5882352941177
79,1605.8823529411766,930.2352941176471
80,1629.2941176470588,974.5294117647059
81,1650.235294117647,982.4117647058823
82,1670.1764705882354,1009.1764705882352
83,1732.7058823529412,1036.1176470588234
84,1744.6470588235295,1089.1764705882356
85,1781.235294117647,1074.3529411764705
86,1854.2941176470588,1108.8235294117646
87,1866.764705882353,1174.2941176470588
88,1920.5882352941176,1191.4117647058824
89,1960.235294117647,1179.2941176470588
90,2009.0588235294117,1269.235294117647
91,2032.8823529411766,1255.1176470588234
92,2066.6470588235293,1292.3529411764705
93,2141.9411764705883,1353.5882352941176
94,2220.470588235294,1406.764705882353
95,2234.176470588235,1402.2941176470588
96,2253.9411764705883,1428.1764705882354
97,2250.529411764705,1424.7058823529412
98,2288.1176470588225,1452.4705882352941
99,2333.0,1513.5294117647059
100,2359.411764705883,1550.3529411764705
