N,1,2,3,4,5,6,7,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.2142857142857143,0.007594936708860759,0.009146341463414634,0.0043415340086830675,0.003083247687564234,0.0028169014084507044,0.002561912894961571
5,1.0,0.016129032258064516,0.0125,0.0020325203252032522,0.0013531799729364004,0.001152073732718894,0.0013477088948787063,0.0011123470522803114
6,1.0,0.03174603174603175,0.0634920634920635,0.013245033112582783,0.005471956224350206,0.004938271604938272,0.005102040816326531,0.004052684903748734
7,1.0,0.3,0.07317073170731707,0.048582995951417,0.013745704467353952,0.011100832562442183,0.011594202898550723,0.008553100498930861
8,1.0,0.17721518987341772,0.11023622047244094,0.10687022900763359,0.014198782961460446,0.013605442176870748,0.011447260834014717,0.0110062893081761
9,1.0,0.13095238095238093,0.05945945945945946,0.07236842105263158,0.012716763005780347,0.010466222645099905,0.008668242710795903,0.008647798742138365
10,1.0,0.1375,0.10999999999999999,0.024719101123595506,0.011982570806100218,0.011022044088176353,0.009060955518945634,0.007323568575233023
11,1.0,0.26666666666666666,0.12213740458015267,0.13008130081300814,0.017094017094017092,0.015888778550148957,0.0108843537414966,0.01188707280832095
12,1.0,0.2111111111111111,0.3166666666666667,0.296875,0.018164435946462713,0.015754560530679935,0.015163607342378293,0.016964285714285716
13,1.0,0.3235294117647059,0.48888888888888893,0.5365853658536586,0.020351526364477335,0.01974865350089767,0.019695613249776187,0.026035502958579884
14,1.0,0.3116883116883117,0.1904761904761905,0.36363636363636365,0.02424242424242424,0.026519337016574586,0.031209362808842653,0.029702970297029705
15,1.0,0.3968253968253968,0.2631578947368421,0.78125,0.027472527472527472,0.03607503607503607,0.0327653997378768,0.029620853080568717
16,1.0,0.3684210526315789,0.4929577464788733,0.3932584269662921,0.04206730769230768,0.0532724505327245,0.04216867469879518,0.03932584269662921
17,1.0,0.36559139784946226,0.15596330275229356,0.16999999999999996,0.041362530413625295,0.04956268221574343,0.04091456077015643,0.0416156670746634
18,1.0,0.4673913043478261,0.17842323651452283,0.10386473429951691,0.06047819971870604,0.04858757062146892,0.05484693877551021,0.05534105534105534
19,1.0,0.5280898876404494,0.2655367231638418,0.08952380952380952,0.06041131105398457,0.06041131105398457,0.06456043956043955,0.06275033377837115
20,1.0,0.8611111111111112,0.8611111111111112,0.28971962616822433,0.08051948051948052,0.08031088082901554,0.0905109489051095,0.07551766138855055
