N,plain,1,2,3,4,5,6,7,8
2,0.0,0.18181818181818182,17.181818181818183,35.72727272727273,40.09090909090909,124.36363636363636,129.45454545454547,120.18181818181819,135.27272727272728
3,0.0,0.09090909090909091,1.9090909090909092,7.454545454545454,80.81818181818181,83.0909090909091,86.36363636363636,120.18181818181819,147.36363636363637
4,0.09090909090909091,0.2727272727272727,1.2727272727272727,35.90909090909091,29.818181818181817,62.81818181818182,88.45454545454545,96.81818181818181,106.45454545454545
5,0.18181818181818182,0.09090909090909091,5.636363636363637,7.2727272727272725,44.72727272727273,67.18181818181819,78.9090909090909,67.45454545454545,81.72727272727273
6,0.2727272727272727,0.36363636363636365,11.454545454545455,5.7272727272727275,27.454545454545453,66.45454545454545,73.63636363636364,71.27272727272727,89.72727272727273
7,0.18181818181818182,1.0909090909090908,3.6363636363636362,14.909090909090908,22.454545454545453,79.36363636363636,98.27272727272727,94.0909090909091,127.54545454545455
8,1.0,1.2727272727272727,7.181818181818182,11.545454545454545,11.909090909090908,89.63636363636364,93.54545454545455,111.18181818181819,115.63636363636364
9,1.4545454545454546,1.0,7.636363636363637,16.818181818181817,13.818181818181818,78.63636363636364,95.54545454545455,115.36363636363636,115.63636363636364
10,3.090909090909091,1.0,7.2727272727272725,9.090909090909092,40.45454545454545,83.45454545454545,90.72727272727273,110.36363636363636,136.54545454545453
11,1.5454545454545454,1.4545454545454546,5.454545454545454,11.909090909090908,11.181818181818182,85.0909090909091,91.54545454545455,133.63636363636363,122.36363636363636
12,2.6363636363636362,1.7272727272727273,8.181818181818182,5.454545454545454,5.818181818181818,95.0909090909091,109.63636363636364,113.9090909090909,101.81818181818181
13,3.3636363636363638,2.0,6.181818181818182,4.090909090909091,3.727272727272727,98.27272727272727,101.27272727272727,101.54545454545455,76.81818181818181
14,3.5454545454545454,2.1818181818181817,7.0,11.454545454545455,6.0,90.0,82.27272727272727,69.9090909090909,73.45454545454545
15,4.7272727272727275,2.272727272727273,5.7272727272727275,8.636363636363637,2.909090909090909,82.72727272727273,63.0,69.36363636363636,76.72727272727273
16,4.909090909090909,3.1818181818181817,8.636363636363637,6.454545454545454,8.090909090909092,75.63636363636364,59.72727272727273,75.45454545454545,80.9090909090909
17,6.454545454545454,3.090909090909091,8.454545454545455,19.818181818181817,18.181818181818183,74.72727272727273,62.36363636363637,75.54545454545455,74.27272727272727
18,6.909090909090909,3.909090909090909,8.363636363636363,21.90909090909091,37.63636363636363,64.63636363636364,80.45454545454545,71.27272727272727,70.63636363636364
19,8.0,4.2727272727272725,8.090909090909092,16.09090909090909,47.72727272727273,70.72727272727273,70.72727272727273,66.18181818181819,68.0909090909091
20,9.272727272727273,5.636363636363637,6.545454545454546,6.545454545454546,19.454545454545453,70.0,70.18181818181819,62.27272727272727,74.63636363636364
21,11.272727272727273,5.7272727272727275,9.0,7.818181818181818,17.0,73.63636363636364,64.0,66.0,75.81818181818181
22,12.727272727272727,7.181818181818182,13.181818181818182,7.909090909090909,16.181818181818183,70.9090909090909,60.45454545454545,70.0909090909091,71.18181818181819
23,15.181818181818182,7.7272727272727275,11.727272727272727,19.636363636363637,15.454545454545455,69.9090909090909,66.0,67.0,67.63636363636364
24,17.272727272727273,10.727272727272727,14.0,12.454545454545455,41.27272727272727,73.9090909090909,63.36363636363637,68.0909090909091,72.72727272727273
25,16.818181818181817,11.363636363636363,13.454545454545455,10.818181818181818,35.81818181818182,73.0,75.81818181818181,70.0,73.63636363636364
26,15.818181818181818,14.0,16.818181818181817,8.363636363636363,40.36363636363637,69.0909090909091,79.0,66.0909090909091,75.72727272727273
27,18.0,15.363636363636363,12.909090909090908,13.090909090909092,51.63636363636363,71.63636363636364,74.27272727272727,66.0,74.45454545454545
28,19.636363636363637,16.272727272727273,10.545454545454545,13.181818181818182,129.8181818181818,72.63636363636364,63.27272727272727,67.27272727272727,75.0909090909091
29,20.818181818181817,18.636363636363637,11.909090909090908,16.454545454545453,63.09090909090909,71.72727272727273,61.36363636363637,68.18181818181819,73.45454545454545
30,23.272727272727273,20.545454545454547,12.454545454545455,26.636363636363637,50.81818181818182,65.9090909090909,63.90909090909091,70.0909090909091,74.9090909090909
31,23.09090909090909,17.181818181818183,16.636363636363637,37.63636363636363,32.36363636363637,62.18181818181818,72.45454545454545,71.72727272727273,78.36363636363636
32,23.09090909090909,14.636363636363637,19.727272727272727,21.818181818181817,102.27272727272727,70.81818181818181,84.27272727272727,69.72727272727273,80.0909090909091
33,25.363636363636363,14.727272727272727,21.818181818181817,25.636363636363637,19.727272727272727,74.81818181818181,81.72727272727273,73.45454545454545,78.63636363636364
34,27.272727272727273,16.90909090909091,32.18181818181818,33.63636363636363,18.90909090909091,73.81818181818181,67.54545454545455,74.0,78.0909090909091
35,29.545454545454547,18.454545454545453,33.72727272727273,45.36363636363637,28.636363636363637,66.0,63.0,74.9090909090909,80.36363636363636
36,32.27272727272727,20.0,58.27272727272727,42.45454545454545,41.09090909090909,69.72727272727273,70.18181818181819,76.72727272727273,82.72727272727273
37,32.09090909090909,21.0,28.181818181818183,55.63636363636363,15.454545454545455,71.72727272727273,79.54545454545455,74.45454545454545,83.18181818181819
38,36.54545454545455,23.363636363636363,37.09090909090909,36.81818181818182,14.272727272727273,77.45454545454545,91.63636363636364,76.81818181818181,86.81818181818181
39,33.45454545454545,24.545454545454547,41.54545454545455,41.0,25.454545454545453,83.0909090909091,78.72727272727273,77.0909090909091,84.81818181818181
40,37.0,28.09090909090909,45.27272727272727,70.45454545454545,24.636363636363637,76.36363636363636,71.27272727272727,83.72727272727273,85.0909090909091
41,36.90909090909091,28.272727272727273,41.81818181818182,54.27272727272727,41.45454545454545,75.45454545454545,71.18181818181819,79.18181818181819,86.36363636363636
42,40.63636363636363,32.72727272727273,53.54545454545455,56.90909090909091,33.72727272727273,76.36363636363636,81.54545454545455,80.18181818181819,88.81818181818181
43,41.09090909090909,37.36363636363637,58.0,51.45454545454545,66.72727272727273,82.18181818181819,94.63636363636364,84.54545454545455,88.72727272727273
44,42.45454545454545,40.81818181818182,58.81818181818182,42.09090909090909,27.0,90.0909090909091,92.18181818181819,83.18181818181819,92.54545454545455
45,43.63636363636363,39.54545454545455,50.27272727272727,34.72727272727273,42.72727272727273,85.45454545454545,81.27272727272727,83.0909090909091,91.81818181818181
46,47.36363636363637,38.18181818181818,52.18181818181818,45.09090909090909,36.0,80.81818181818181,74.0,87.0,92.72727272727273
47,48.18181818181818,36.81818181818182,52.0,50.27272727272727,58.54545454545455,79.0,86.45454545454545,86.45454545454545,94.36363636363636
48,54.09090909090909,42.54545454545455,46.09090909090909,47.27272727272727,54.63636363636363,96.0909090909091,103.81818181818181,89.18181818181819,96.9090909090909
49,54.45454545454545,52.09090909090909,44.72727272727273,38.0,42.36363636363637,110.36363636363636,100.54545454545455,89.54545454545455,97.27272727272727
50,55.90909090909091,61.27272727272727,47.54545454545455,41.36363636363637,31.636363636363637,95.45454545454545,83.36363636363636,91.45454545454545,101.54545454545455
51,57.63636363636363,58.90909090909091,48.90909090909091,56.09090909090909,44.36363636363637,88.18181818181819,85.81818181818181,93.0,101.72727272727273
52,61.27272727272727,68.63636363636364,52.81818181818182,47.45454545454545,81.36363636363636,103.81818181818181,106.0,98.27272727272727,103.0909090909091
53,65.45454545454545,63.0,59.18181818181818,53.09090909090909,41.45454545454545,119.54545454545455,111.81818181818181,95.9090909090909,106.45454545454545
54,63.18181818181818,62.0,51.90909090909091,53.27272727272727,49.90909090909091,100.18181818181819,98.45454545454545,96.9090909090909,107.54545454545455
55,64.27272727272727,63.0,56.54545454545455,56.81818181818182,49.72727272727273,93.0909090909091,96.63636363636364,98.18181818181819,109.9090909090909
56,67.63636363636364,64.9090909090909,56.27272727272727,47.63636363636363,47.63636363636363,109.36363636363636,104.36363636363636,102.9090909090909,108.36363636363636
57,70.45454545454545,71.9090909090909,58.81818181818182,52.09090909090909,69.9090909090909,127.81818181818181,125.45454545454545,104.0,115.0909090909091
58,76.63636363636364,90.18181818181819,67.27272727272727,50.45454545454545,36.90909090909091,112.54545454545455,109.18181818181819,108.27272727272727,117.36363636363636
59,77.27272727272727,83.63636363636364,64.18181818181819,56.0,48.36363636363637,107.27272727272727,104.9090909090909,116.0,119.0909090909091
60,86.72727272727273,80.0909090909091,66.72727272727273,77.9090909090909,110.72727272727273,124.27272727272727,117.45454545454545,112.0909090909091,118.54545454545455
61,84.36363636363636,87.9090909090909,68.0909090909091,84.63636363636364,58.45454545454545,127.54545454545455,130.27272727272728,114.27272727272727,123.9090909090909
62,86.0909090909091,92.0909090909091,74.36363636363636,67.36363636363636,87.0,125.54545454545455,122.81818181818181,116.81818181818181,127.0
63,88.54545454545455,103.9090909090909,73.27272727272727,75.9090909090909,87.36363636363636,123.63636363636364,114.18181818181819,119.36363636363636,130.1818181818182
64,93.54545454545455,95.27272727272727,75.9090909090909,58.45454545454545,90.0909090909091,137.72727272727272,134.45454545454547,119.27272727272727,130.0909090909091
65,95.54545454545455,101.54545454545455,81.54545454545455,69.27272727272727,68.9090909090909,139.8181818181818,136.0909090909091,118.9090909090909,131.8181818181818
66,99.72727272727273,109.0,81.27272727272727,106.54545454545455,89.54545454545455,129.36363636363637,123.9090909090909,128.27272727272728,135.8181818181818
