N,auto,dynamic,guided,static
39,22.09090909090909,71.36363636363636,17.0,30.09090909090909
40,34.81818181818182,71.0,16.454545454545453,31.818181818181817
41,27.181818181818183,43.0,24.09090909090909,42.72727272727273
42,26.636363636363637,46.0,92.27272727272727,41.81818181818182
43,32.81818181818182,58.63636363636363,25.363636363636363,33.45454545454545
44,48.90909090909091,53.54545454545455,48.63636363636363,35.90909090909091
45,37.72727272727273,75.63636363636364,72.72727272727273,47.09090909090909
46,42.27272727272727,104.0,34.90909090909091,29.454545454545453
47,63.36363636363637,51.72727272727273,42.72727272727273,53.63636363636363
48,55.0,50.45454545454545,47.90909090909091,53.36363636363637
49,30.0,64.0,39.27272727272727,47.90909090909091
50,31.181818181818183,72.54545454545455,61.72727272727273,80.63636363636364
51,39.54545454545455,121.81818181818181,56.18181818181818,28.454545454545453
52,54.18181818181818,92.9090909090909,58.54545454545455,47.81818181818182
53,81.36363636363636,56.09090909090909,58.45454545454545,43.36363636363637
54,76.81818181818181,72.45454545454545,44.63636363636363,55.09090909090909
55,60.54545454545455,103.18181818181819,35.63636363636363,77.18181818181819
56,31.0,129.54545454545453,57.54545454545455,86.0
57,34.36363636363637,82.63636363636364,64.72727272727273,71.72727272727273
58,53.0,66.9090909090909,90.18181818181819,41.90909090909091
59,79.0,98.36363636363636,78.0909090909091,54.90909090909091
60,88.0909090909091,152.54545454545453,49.18181818181818,55.36363636363637
61,91.9090909090909,111.81818181818181,61.45454545454545,75.27272727272727
62,56.63636363636363,77.72727272727273,70.63636363636364,69.81818181818181
63,47.72727272727273,139.72727272727272,68.36363636363636,93.54545454545455
64,53.18181818181818,127.45454545454545,92.63636363636364,100.9090909090909
65,115.0,129.72727272727272,76.0,67.18181818181819
66,106.72727272727273,100.45454545454545,75.9090909090909,65.0909090909091
67,91.63636363636364,147.45454545454547,89.9090909090909,92.9090909090909
68,53.45454545454545,169.72727272727272,92.81818181818181,104.36363636363636
69,87.63636363636364,117.36363636363636,100.45454545454545,94.0
70,127.45454545454545,186.27272727272728,77.81818181818181,82.18181818181819
71,102.72727272727273,152.27272727272728,114.54545454545455,118.18181818181819
72,119.0909090909091,131.27272727272728,99.54545454545455,98.9090909090909
73,83.0,192.54545454545453,108.9090909090909,138.1818181818182
74,125.63636363636364,157.9090909090909,86.45454545454545,139.1818181818182
75,107.54545454545455,201.36363636363637,117.0,97.81818181818181
76,109.9090909090909,223.27272727272728,107.0,146.45454545454547
77,124.63636363636364,153.9090909090909,135.0,122.27272727272727
78,145.9090909090909,219.0909090909091,131.8181818181818,140.36363636363637
79,123.27272727272727,185.63636363636363,106.63636363636364,132.1818181818182
80,114.0909090909091,205.1818181818182,150.9090909090909,139.72727272727272
81,171.1818181818182,222.0909090909091,133.45454545454547,131.36363636363637
82,219.1818181818182,205.45454545454547,124.72727272727273,159.8181818181818
83,140.9090909090909,235.54545454545453,155.54545454545453,166.1818181818182
84,199.63636363636363,252.0909090909091,178.54545454545453,163.8181818181818
85,147.8181818181818,210.45454545454547,127.45454545454545,149.54545454545453
86,158.0,251.63636363636363,157.63636363636363,198.27272727272728
87,181.36363636363637,250.45454545454547,165.0909090909091,178.72727272727272
88,147.0,275.3636363636364,153.0909090909091,201.36363636363637
89,200.27272727272728,224.63636363636363,172.63636363636363,164.36363636363637
90,170.54545454545453,283.45454545454544,187.54545454545453,209.36363636363637
91,203.54545454545453,271.90909090909093,170.8181818181818,235.0909090909091
92,187.54545454545453,273.1818181818182,229.45454545454547,299.54545454545456
93,174.27272727272728,339.6363636363636,181.8181818181818,355.8181818181818
94,223.63636363636363,285.90909090909093,216.27272727272728,239.9090909090909
95,209.36363636363637,283.0,180.8181818181818,242.27272727272728
96,203.63636363636363,372.3636363636364,218.8181818181818,226.0
97,212.63636363636363,340.72727272727275,216.8181818181818,258.45454545454544
98,240.0,335.6363636363636,219.54545454545453,265.3636363636364
99,209.45454545454547,309.09090909090907,230.36363636363637,475.09090909090907
100,225.9090909090909,376.0,219.54545454545453,324.54545454545456
