N,auto,dynamic,guided,static
2,48.18181818181818,42.0,93.27272727272727,66.0
3,62.27272727272727,54.54545454545455,40.09090909090909,62.54545454545455
4,32.54545454545455,37.36363636363637,11.090909090909092,34.72727272727273
5,28.454545454545453,15.363636363636363,20.90909090909091,3.3636363636363638
6,14.181818181818182,13.545454545454545,10.0,15.545454545454545
7,16.272727272727273,5.090909090909091,5.090909090909091,13.909090909090908
8,13.272727272727273,4.909090909090909,6.909090909090909,67.0909090909091
9,15.727272727272727,9.272727272727273,8.727272727272727,3.1818181818181817
10,12.727272727272727,5.0,11.363636363636363,4.090909090909091
11,5.909090909090909,7.363636363636363,7.636363636363637,11.272727272727273
12,20.545454545454547,12.454545454545455,3.1818181818181817,6.0
13,47.0,9.181818181818182,3.6363636363636362,4.818181818181818
14,19.363636363636363,11.545454545454545,5.363636363636363,6.181818181818182
15,6.0,17.0,8.181818181818182,9.636363636363637
16,8.545454545454545,10.0,16.454545454545453,19.636363636363637
17,6.363636363636363,10.454545454545455,5.909090909090909,17.636363636363637
18,10.090909090909092,33.72727272727273,10.636363636363637,4.181818181818182
19,23.818181818181817,11.0,15.818181818181818,6.818181818181818
20,14.818181818181818,12.181818181818182,23.181818181818183,21.454545454545453
21,16.818181818181817,10.636363636363637,4.363636363636363,6.545454545454546
22,19.0,21.818181818181817,7.181818181818182,4.818181818181818
23,34.45454545454545,25.545454545454547,9.909090909090908,30.818181818181817
24,70.9090909090909,26.181818181818183,8.818181818181818,7.181818181818182
25,24.636363636363637,15.0,10.727272727272727,16.727272727272727
26,29.454545454545453,16.09090909090909,15.454545454545455,10.272727272727273
27,66.18181818181819,29.272727272727273,18.363636363636363,31.09090909090909
28,20.545454545454547,36.0,18.0,6.818181818181818
29,46.63636363636363,38.0,20.09090909090909,10.909090909090908
30,27.272727272727273,30.545454545454547,20.181818181818183,39.90909090909091
31,53.09090909090909,49.18181818181818,19.90909090909091,16.454545454545453
32,32.18181818181818,26.636363636363637,49.36363636363637,16.818181818181817
33,39.18181818181818,20.90909090909091,26.09090909090909,39.54545454545455
34,36.36363636363637,20.0,42.18181818181818,28.181818181818183
35,27.727272727272727,43.45454545454545,13.272727272727273,25.181818181818183
36,21.363636363636363,74.18181818181819,15.363636363636363,47.54545454545455
37,27.454545454545453,63.18181818181818,28.727272727272727,26.09090909090909
38,13.0,46.54545454545455,18.363636363636363,18.09090909090909
